mondoid,name
MONDO:0003835,gastric cardia adenocarcinoma
MONDO:0003836,malignant thyroid stimulating hormone producing neoplasm of pituitary gland
MONDO:0003837,TSH producing pituitary tumor
MONDO:0003838,obsolete malignant ACTH producing neoplasm of pituitary gland
MONDO:0003839,ovarian mucinous adenocarcinofibroma
MONDO:0003840,epicardium lipoma
MONDO:0003841,heart lipoma
MONDO:0003842,childhood cerebellar astrocytic neoplasm
MONDO:0003843,cerebral hemisphere lipoma
MONDO:0003844,central nervous system lipoma
MONDO:0003845,corpus callosum lipoma
MONDO:0003846,viral esophagitis
MONDO:0003847,Mendelian disease
MONDO:0003848,ectopic thymus
MONDO:0003849,clivus chordoma
MONDO:0003850,clivus chondroid chordoma
MONDO:0003851,ovarian fetiform teratoma
MONDO:0003852,ovarian solid teratoma
MONDO:0003853,Bartholin gland adenocarcinoma
MONDO:0003854,obsolete tibial adamantinoma
MONDO:0003855,obsolete immature teratoma of ovary
MONDO:0003856,adult malignant hemangiopericytoma
MONDO:0003857,adult intracranial malignant hemangiopericytoma
MONDO:0003858,anterior optic tract meningioma
MONDO:0003859,bilateral meningioma of optic nerve
MONDO:0003860,cerebellopontine angle meningioma
MONDO:0003861,vulvar eccrine adenocarcinoma
MONDO:0003862,melanotic psammomatous malignant peripheral nerve sheath tumor
MONDO:0003863,malignant melanocytic neoplasm of the peripheral nerve sheath
MONDO:0003864,chronic lymphocytic leukemia/small lymphocytic lymphoma
MONDO:0003865,acral lentiginous melanoma
MONDO:0003866,liver extraskeletal osteosarcoma
MONDO:0003867,diffuse meningeal melanocytosis
MONDO:0003868,anterior foramen magnum meningioma
MONDO:0003869,childhood brain stem glioma
MONDO:0003870,childhood brainstem astrocytoma
MONDO:0003871,obsolete metanephric adenoma
MONDO:0003872,ovarian papillary cystadenoma
MONDO:0003873,ovarian surface papilloma
MONDO:0003874,ovarian serous surface papillary adenocarcinoma
MONDO:0003875,childhood central nervous system mature teratoma
MONDO:0003876,eyelid carcinoma
MONDO:0003877,obsolete cervical adenoid basal carcinoma
MONDO:0003878,malignant choroid melanoma
MONDO:0003879,ovarian endometrioid adenocarcinofibroma
MONDO:0003880,ceruminous carcinoma
MONDO:0003881,vulvar apocrine adenocarcinoma
MONDO:0003882,central nervous system fibrosarcoma
MONDO:0003883,obsolete cerebellar liponeurocytoma
MONDO:0003884,lipoma of the rectum
MONDO:0003885,colorectal lipoma
MONDO:0003886,mucinous cystadenofibroma
MONDO:0003887,ovarian mucinous adenofibroma
MONDO:0003888,childhood testicular mixed embryonal carcinoma and teratoma
MONDO:0003889,"infiltrating bladder urothelial carcinoma, clear cell variant"
MONDO:0003890,infiltrating bladder urothelial carcinoma
MONDO:0003891,bladder signet ring cell adenocarcinoma
MONDO:0003892,acinar lung adenocarcinoma
MONDO:0003893,rete testis adenoma
MONDO:0003894,mediastinal melanocytic neurilemmoma
MONDO:0003895,periosteal osteogenic sarcoma
MONDO:0003896,breast capillary hemangioma
MONDO:0003897,breast epithelioid hemangioma
MONDO:0003898,pediatric myxoid chondrosarcoma
MONDO:0003899,adult myxoid chondrosarcoma
MONDO:0003900,connective tissue disease
MONDO:0003901,cerebellar hemangioblastoma
MONDO:0003902,brain stem hemangioblastoma
MONDO:0003903,benign vaginal mixed tumor
MONDO:0003904,lung occult squamous cell carcinoma
MONDO:0003905,"ovarian yolk sac tumor, glandular pattern"
MONDO:0003906,"ovarian yolk sac tumor, hepatoid pattern"
MONDO:0003907,"ovarian yolk sac tumor, polyvesicular vitelline pattern"
MONDO:0003908,clivus meningioma
MONDO:0003909,Bartholin gland adenomyoma
MONDO:0003910,mixed cell uveal melanoma
MONDO:0003911,ciliary body mixed cell melanoma
MONDO:0003912,malignant ciliary body melanoma
MONDO:0003913,choroid mixed cell melanoma
MONDO:0003914,obsolete inborn purine-pyrimidine metabolic disorder
MONDO:0003915,cortical thymoma
MONDO:0003916,overnutrition
MONDO:0003917,heart lymphoma
MONDO:0003918,angiomatous meningioma
MONDO:0003919,obsolete inherited metabolic disorder
MONDO:0003920,obsolete gastric small cell carcinoma
MONDO:0003921,posterior foramen magnum meningioma
MONDO:0003922,ovarian clear cell malignant adenofibroma
MONDO:0003923,ethmoid sinus Schneiderian papilloma
MONDO:0003924,adrenal cortex adenoma
MONDO:0003925,ethmoid sinus inverted papilloma
MONDO:0003926,neurilemmoma of the pleura
MONDO:0003927,posterior uveal melanoma
MONDO:0003928,uterine corpus myxoid leiomyosarcoma
MONDO:0003929,vestibular micropapillomatosis
MONDO:0003930,non-invasive bladder urothelial carcinoma
MONDO:0003931,childhood optic tract astrocytoma
MONDO:0003932,childhood optic nerve glioma
MONDO:0003933,chest wall bone cancer
MONDO:0003934,breast apocrine carcinoma
MONDO:0003935,oncocytic breast carcinoma
MONDO:0003936,invasive tubular breast carcinoma
MONDO:0003937,spondylitis
MONDO:0003938,bladder colonic type adenocarcinoma
MONDO:0003939,muscle tissue disease
MONDO:0003940,Kummell disease
MONDO:0003941,classic variant of chromophobe renal cell carcinoma
MONDO:0003942,eosinophilic variant of chromophobe renal cell carcinoma
MONDO:0003943,central nervous system hibernoma
MONDO:0003944,endobronchial leiomyoma
MONDO:0003945,bone epithelioid hemangioma
MONDO:0003946,vaginal villous adenoma
MONDO:0003947,hyper-IgM syndrome
MONDO:0003948,cerebral hemangioma
MONDO:0003949,obsolete cervical adenoma malignum
MONDO:0003950,nipple carcinoma
MONDO:0003951,scrotal hemangioma
MONDO:0003952,adult central nervous system choriocarcinoma
MONDO:0003953,pediatric CNS choriocarcinoma
MONDO:0003954,angiokeratoma of Fordyce
MONDO:0003955,juvenile breast papillomatosis
MONDO:0003956,Baastrup syndrome
MONDO:0003957,adult pineoblastoma
MONDO:0003958,childhood central nervous system immature teratoma
MONDO:0003959,breast large cell neuroendocrine carcinoma
MONDO:0003960,pulmonary large cell neuroendocrine carcinoma
MONDO:0003961,obsolete cervical large cell neuroendocrine carcinoma
MONDO:0003962,Froelich syndrome
MONDO:0003963,diffuse infiltrative lymphocytosis syndrome
MONDO:0003964,myositis ossificans
MONDO:0003965,Capgras syndrome
MONDO:0003966,testicular monophasic choriocarcinoma
MONDO:0003967,synchronous multifocal osteogenic sarcoma
MONDO:0003968,asynchronous multifocal osteogenic sarcoma
MONDO:0003969,amphetamine abuse
MONDO:0003970,gastric fundus carcinoma
MONDO:0003971,gastric pylorus carcinoma
MONDO:0003972,gastric body carcinoma
MONDO:0003973,tubular variant testicular seminoma
MONDO:0003974,obsolete malignant triton tumor
MONDO:0003975,Littre gland carcinoma
MONDO:0003976,malignant type AB thymoma
MONDO:0003977,obsolete fibrillary astrocytoma
MONDO:0003978,colon small cell neuroendocrine carcinoma
MONDO:0003979,intrahepatic bile duct cystadenoma
MONDO:0003980,schwannoma of jugular foramen
MONDO:0003981,obsolete cervix small cell carcinoma
MONDO:0003982,bilateral breast carcinoma
MONDO:0003983,synchronous bilateral breast carcinoma
MONDO:0003984,internal auditory canal lipoma
MONDO:0003985,chest wall lymphoma
MONDO:0003986,obsolete MONDO:0003986
MONDO:0003987,lung lymphoma
MONDO:0003988,sternum lymphoma
MONDO:0003989,polyembryoma of the ovary
MONDO:0003990,malignant breast myoepithelioma
MONDO:0003991,villoglandular endometrial endometrioid adenocarcinoma
MONDO:0003992,childhood botryoid rhabdomyosarcoma
MONDO:0003993,childhood vagina botryoid rhabdomyosarcoma
MONDO:0003994,botryoid-type embryonal rhabdomyosarcoma of the vagina
MONDO:0003995,vulvar childhood botryoid-type embryonal rhabdomyosarcoma
MONDO:0003996,basal ganglia disease
MONDO:0003997,colon Kaposi sarcoma
MONDO:0003998,vaginal tubular adenoma
MONDO:0003999,juvenile pilocytic astrocytoma
MONDO:0004000,childhood pilocytic astrocytoma
MONDO:0004001,compartment syndrome
MONDO:0004002,obsolete pancreatoblastoma
MONDO:0004003,obsolete pancreatic solid pseudopapillary carcinoma
MONDO:0004004,motor nerve neuritis
MONDO:0004005,rete ovarii adenoma
MONDO:0004006,rete ovarii cystadenofibroma
MONDO:0004007,breast intraductal proliferative lesion
MONDO:0004008,flat ductal epithelial atypia
MONDO:0004009,kidney pelvis sarcomatoid transitional cell carcinoma
MONDO:0004010,infiltrating renal pelvis/ureter urothelial carcinoma
MONDO:0004011,obsolete familial melanoma
MONDO:0004012,adult botryoid rhabdomyosarcoma
MONDO:0004013,adult vagina botryoid embryonal rhabdomyosarcoma
MONDO:0004014,ethmoid sinus ectopic meningioma
MONDO:0004015,pineal region teratoma
MONDO:0004016,pineal region mature teratoma
MONDO:0004017,pineal region immature teratoma
MONDO:0004018,obsolete liver carcinoma
MONDO:0004019,oxyphilic endometrial endometrioid adenocarcinoma
MONDO:0004020,mediastinal gray zone lymphoma
MONDO:0004021,mediastinal malignant lymphoma
MONDO:0004022,parasagittal meningioma
MONDO:0004023,obsolete hepatoblastoma
MONDO:0004024,spinal cord neuroblastoma
MONDO:0004025,"obsolete spinal cord embryonal tumor, not otherwise specified"
MONDO:0004026,skin tag
MONDO:0004027,obsolete embryonal cancer
MONDO:0004028,small intestinal fibrosarcoma
MONDO:0004029,obsolete ureter small cell carcinoma
MONDO:0004030,ureter transitional cell carcinoma
MONDO:0004031,ovary mixed epithelial carcinoma
MONDO:0004032,ovarian seromucinous carcinoma
MONDO:0004033,familial ovarian carcinoma
MONDO:0004034,eye lymphoma
MONDO:0004035,glomangiomatosis
MONDO:0004036,obsolete MONDO:0004036
MONDO:0004037,retinal edema
MONDO:0004038,dental enamel hypoplasia
MONDO:0004039,papillary extrahepatic bile duct adenocarcinoma
MONDO:0004040,urinary bladder inverted papilloma
MONDO:0004041,urothelial papilloma
MONDO:0004042,urethra inverted papilloma
MONDO:0004043,ureter inverted papilloma
MONDO:0004044,ureter urothelial papilloma
MONDO:0004045,pediatric intraocular retinoblastoma
MONDO:0004046,childhood brain meningioma
MONDO:0004047,sphenoidal sinus neoplasm
MONDO:0004048,immature gastric teratoma
MONDO:0004049,combat disorder
MONDO:0004050,telangiectatic osteogenic sarcoma
MONDO:0004051,aleukemic monocytic leukemia cutis
MONDO:0004052,rectal cloacogenic carcinoma
MONDO:0004053,bartholin gland squamous cell carcinoma
MONDO:0004054,acute canaliculitis
MONDO:0004055,acute inflammation of lacrimal passage
MONDO:0004056,bladder papillary urothelial carcinoma
MONDO:0004057,micropapillary variant infiltrating bladder urothelial carcinoma
MONDO:0004058,pancreatic cholera
MONDO:0004059,dentin sensitivity
MONDO:0004060,peripheral epithelioid sarcoma
MONDO:0004061,obsolete mitochondrial myopathy
MONDO:0004062,intermediate cell type uveal melanoma
MONDO:0004063,intermediate cell type iris melanoma
MONDO:0004064,iris melanoma
MONDO:0004065,intermediate cell type choroid melanoma
MONDO:0004066,intermediate cell type ciliary body melanoma
MONDO:0004067,gallbladder mucinous adenocarcinoma
MONDO:0004068,obsolete disease of anatomical entity
MONDO:0004069,inborn mitochondrial metabolism disorder
MONDO:0004070,obsolete gemistocytic astrocytoma
MONDO:0004071,childhood cerebral astrocytoma
MONDO:0004072,obsolete protoplasmic astrocytoma
MONDO:0004073,obsolete dentin dysplasia
MONDO:0004074,ovarian mucinous cystadenofibroma
MONDO:0004075,infiltrating lipoma
MONDO:0004076,tendon sheath lipoma
MONDO:0004077,lumbosacral lipoma
MONDO:0004078,mucinous intrahepatic cholangiocarcinoma
MONDO:0004079,lung mucous gland adenoma
MONDO:0004080,glottis squamous cell carcinoma
MONDO:0004081,extrahepatic bile duct clear cell adenocarcinoma
MONDO:0004082,childhood immature teratoma of ovary
MONDO:0004083,Borst-Jadassohn intraepidermal carcinoma
MONDO:0004084,obsolete uveal epithelioid cell melanoma
MONDO:0004085,choroid epithelioid cell melanoma
MONDO:0004086,ciliary body epithelioid cell melanoma
MONDO:0004087,basaloid large cell lung carcinoma
MONDO:0004088,cervical basaloid carcinoma
MONDO:0004089,basaloid carcinoma of the penis
MONDO:0004090,vulvar basaloid squamous cell carcinoma
MONDO:0004091,skin basaloid carcinoma
MONDO:0004092,thymic basaloid carcinoma
MONDO:0004093,esophageal basaloid carcinoma
MONDO:0004094,multiple skull base meningioma
MONDO:0004095,B-cell neoplasm
MONDO:0004096,spinal cord dermoid cyst
MONDO:0004097,obsolete lipid-rich breast carcinoma
MONDO:0004098,malignant melanocytic peripheral nerve sheath tumor of mediastinum
MONDO:0004099,adult cystic teratoma
MONDO:0004100,lung mixed small cell and squamous cell carcinoma
MONDO:0004101,multicentric papillary thyroid carcinoma
MONDO:0004102,columnar cell variant thyroid gland papillary carcinoma
MONDO:0004103,tall cell variant thyroid gland papillary carcinoma
MONDO:0004104,splenic manifestation of hairy cell leukemia
MONDO:0004105,childhood epithelioid sarcoma
MONDO:0004106,"testicular yolk sac tumor, macrocystic pattern"
MONDO:0004107,splenic manifestation of leukemia
MONDO:0004108,diaphragma sellae meningioma
MONDO:0004109,epiglottis neoplasm
MONDO:0004110,refractory hairy cell leukemia
MONDO:0004111,refractory hematologic cancer
MONDO:0004112,radiation cystitis
MONDO:0004113,obsolete HCL-v
MONDO:0004114,urinary bladder small cell neuroendocrine carcinoma
MONDO:0004115,obsolete gallbladder small cell carcinoma
MONDO:0004116,esophageal small cell neuroendocrine carcinoma
MONDO:0004117,ampulla of vater small cell neuroendocrine carcinoma
MONDO:0004118,cystitis cystica
MONDO:0004119,obsolete endometrial small cell carcinoma
MONDO:0004120,Bartholin gland small cell carcinoma
MONDO:0004121,obsolete prostate small cell carcinoma
MONDO:0004122,thymus small cell carcinoma
MONDO:0004123,obsolete laryngeal small cell carcinoma
MONDO:0004124,prostate stromal sarcoma
MONDO:0004125,rectum leiomyoma
MONDO:0004126,thyroiditis
MONDO:0004127,lung occult adenocarcinoma
MONDO:0004128,lung occult large cell carcinoma
MONDO:0004129,cloacogenic carcinoma
MONDO:0004130,anus basaloid carcinoma
MONDO:0004131,anal verrucous carcinoma
MONDO:0004132,anal canal squamous cell carcinoma
MONDO:0004133,pituitary gland mixed eosinophil-basophil adenoma
MONDO:0004134,benign dermal neurilemmoma
MONDO:0004135,subacute lymphocytic thyroiditis
MONDO:0004136,ovarian endometrioid cystadenoma
MONDO:0004137,obsolete MONDO:0004137
MONDO:0004138,obsolete maxillary sinus adenoid cystic carcinoma
MONDO:0004139,normocytic anemia
MONDO:0004140,intermediate malignant teratoma
MONDO:0004141,melanomatosis
MONDO:0004142,lung combined large cell neuroendocrine carcinoma
MONDO:0004143,psammomatous meningioma
MONDO:0004144,fibrous meningioma
MONDO:0004145,meningothelial meningioma
MONDO:0004146,transitional meningioma
MONDO:0004147,noninvasive malignant thymoma
MONDO:0004148,gallbladder papillary neoplasm with an associated invasive carcinoma
MONDO:0004149,gallbladder pleomorphic giant cell adenocarcinoma
MONDO:0004150,breast giant fibroadenoma
MONDO:0004151,spinal meninges cancer
MONDO:0004152,chronic lymphocytic leukemia/small lymphocytic lymphoma with immunoglobulin heavy chain variable-region gene somatic hypermutation
MONDO:0004153,childhood central nervous system embryonal carcinoma
MONDO:0004154,obsolete central nervous system embryonal carcinoma
MONDO:0004155,adult central nervous system embryonal carcinoma
MONDO:0004156,pancreatic mucinous cystadenocarcinoma
MONDO:0004157,obsolete pancreatic mucinous cystadenoma
MONDO:0004158,pancreatic mucinous-cystic neoplasm with an associated invasive carcinoma
MONDO:0004159,pancreatic non-invasive mucinous cystadenocarcinoma
MONDO:0004160,female stress incontinence
MONDO:0004161,uterine corpus apoplectic leiomyoma
MONDO:0004162,uterine corpus cellular leiomyoma
MONDO:0004163,bladder urachal urothelial carcinoma
MONDO:0004164,lymphoepithelioma-like acinar prostate adenocarcinoma
MONDO:0004165,selective IgD deficiency disease
MONDO:0004166,hereditary fallopian tube carcinoma
MONDO:0004167,obsolete lung clear cell carcinoma
MONDO:0004168,cribriform variant testicular seminoma
MONDO:0004169,premenstrual tension
MONDO:0004170,nodular episcleritis
MONDO:0004171,obsolete congenital epulis
MONDO:0004172,uterine corpus adenocarcinofibroma
MONDO:0004173,adenocarcinoma of skene gland origin
MONDO:0004174,secretory uterine corpus endometrioid adenocarcinoma
MONDO:0004175,mucin-rich endometrial endometrioid adenocarcinoma
MONDO:0004176,childhood extraosseous osteosarcoma
MONDO:0004177,benign urethral neoplasm
MONDO:0004178,"testicular yolk sac tumor, endodermal sinus pattern"
MONDO:0004179,obsolete astroblastoma
MONDO:0004180,benign urinary system neoplasm
MONDO:0004181,breast adenomyoepithelial adenosis
MONDO:0004182,stage IVb bladder cancer
MONDO:0004183,axonal neuropathy
MONDO:0004184,urethral disease
MONDO:0004185,ovarian serous cystadenofibroma
MONDO:0004186,cranial nodular fasciitis
MONDO:0004187,nodular fasciitis
MONDO:0004188,iris spindle cell melanoma
MONDO:0004189,esophageal tuberculosis
MONDO:0004190,nephrogenic adenoma of urinary bladder
MONDO:0004191,nephrogenic adenoma
MONDO:0004192,urethra cancer
MONDO:0004193,pediatric ovarian dysgerminoma
MONDO:0004194,ovarian stromal hyperthecosis
MONDO:0004195,thymic dysplasia
MONDO:0004196,rectal sarcomatoid carcinoma
MONDO:0004197,male urethral cancer
MONDO:0004198,"testicular yolk sac tumor, solid pattern"
MONDO:0004199,vulvar keratinizing squamous cell carcinoma
MONDO:0004200,superficial urinary bladder carcinoma
MONDO:0004201,pituitary hypoplasia
MONDO:0004202,adrenal medulla carcinoma
MONDO:0004203,female urethral cancer
MONDO:0004204,squamous cell skin papilloma
MONDO:0004205,lymphohistiocytoid mesothelioma
MONDO:0004206,pulmonary vein leiomyosarcoma
MONDO:0004207,pulmonary artery leiomyosarcoma
MONDO:0004208,superior vena cava leiomyosarcoma
MONDO:0004209,cerebral primitive neuroectodermal tumor
MONDO:0004210,colonic L-cell glucagon-like peptide producing tumor
MONDO:0004211,L-cell glucagon-like peptide-producing neuroendocrine tumor
MONDO:0004212,vulvar keratoacanthoma-like carcinoma
MONDO:0004213,vulvar non-keratinizing squamous cell carcinoma
MONDO:0004214,ovarian endometrioid cystadenofibroma
MONDO:0004215,cutaneous anthrax
MONDO:0004216,pineal region germinoma
MONDO:0004217,childhood brain germinoma
MONDO:0004218,childhood germ cell brain tumor
MONDO:0004219,polyvesicular vitelline pattern testicular yolk sac tumor
MONDO:0004220,endometrial endometrioid adenocarcinoma with spindled epithelial cells
MONDO:0004221,uterine corpus perivascular epithelioid cell tumor
MONDO:0004222,ovarian clear cell cystadenocarcinoma
MONDO:0004223,polyp of middle ear
MONDO:0004224,chronic metabolic polyneuropathy
MONDO:0004225,monoclonal gammopathy of uncertain significance
MONDO:0004226,diffuse intraductal papillomatosis
MONDO:0004227,epididymal adenomatoid tumor
MONDO:0004228,obsolete hypogonadotropism
MONDO:0004229,acantholytic variant squamous cell breast carcinoma
MONDO:0004230,adenomatoid tumor
MONDO:0004231,spindle cell variant squamous cell breast carcinoma
MONDO:0004232,large cell keratinizing variant squamous cell breast carcinoma
MONDO:0004233,childhood pleomorphic rhabdomyosarcoma
MONDO:0004234,chronic lymphoproliferative disorder of NK-cells
MONDO:0004235,diverticulitis
MONDO:0004236,duodenal somatostatinoma
MONDO:0004237,large cell carcinoma with rhabdoid phenotype
MONDO:0004238,petrous apex meningioma
MONDO:0004239,cervical keratinizing squamous cell carcinoma
MONDO:0004240,posterior urethra cancer
MONDO:0004241,Osgood-Schlatter disease
MONDO:0004242,active peptic ulcer disease
MONDO:0004243,vulvar proximal-type epithelioid sarcoma
MONDO:0004244,proximal-type epithelioid sarcoma
MONDO:0004245,ependymal tumor of brain
MONDO:0004246,obsolete lymphatic system disease
MONDO:0004247,peptic ulcer disease
MONDO:0004248,pediatric infratentorial ependymoma
MONDO:0004249,pediatric supratentorial ependymoma
MONDO:0004250,extrahepatic bile duct papillary adenoma
MONDO:0004251,small intestine neoplasm
MONDO:0004252,small intestinal L-cell glucagon-like peptide producing tumor
MONDO:0004253,intraductal breast papillomatosis
MONDO:0004254,focal intraductal papillomatosis
MONDO:0004255,Wolffian adnexal tumor
MONDO:0004256,lumbar spinal canal and spinal cord meningioma
MONDO:0004257,childhood central nervous system mixed germ cell tumor
MONDO:0004258,female orgasmic disorder
MONDO:0004259,endocervical carcinoma
MONDO:0004260,peptic ulcer perforation
MONDO:0004261,periductal breast myoepitheliosis
MONDO:0004262,breast myoepitheliosis
MONDO:0004263,pediatric infratentorial ependymoblastoma
MONDO:0004264,acute gonococcal endometritis
MONDO:0004265,acute endometritis
MONDO:0004266,anal gland adenocarcinoma
MONDO:0004267,squamous papillomatosis
MONDO:0004268,subareolar duct papillomatosis
MONDO:0004269,breast cystic hypersecretory carcinoma
MONDO:0004270,breast ductal adenoma
MONDO:0004271,pregnancy adenoma
MONDO:0004272,urinary bladder tuberculosis
MONDO:0004273,breast apocrine adenoma
MONDO:0004274,mixed epithelial/mesenchymal metaplastic breast carcinoma
MONDO:0004275,osteosarcoma arising in bone Paget disease
MONDO:0004276,ceruminoma
MONDO:0004277,gonorrhea
MONDO:0004278,infiltrating bladder urothelial carcinoma sarcomatoid variant
MONDO:0004279,glossopharyngeal motor neuropathy
MONDO:0004280,asymmetric motor neuropathy
MONDO:0004281,vulvar eccrine porocarcinoma
MONDO:0004282,obsolete eccrine porocarcinoma
MONDO:0004283,vulvar clear cell hidradenocarcinoma
MONDO:0004284,obsolete malignant cystic nephroma
MONDO:0004285,pancreatic intraductal papillary-mucinous carcinoma
MONDO:0004286,pancreatic intraductal papillary-mucinous neoplasm
MONDO:0004287,pancreatic foamy gland adenocarcinoma
MONDO:0004288,scirrhous breast carcinoma
MONDO:0004289,glottis verrucous carcinoma
MONDO:0004290,subglottis verrucous carcinoma
MONDO:0004291,subglottis squamous cell carcinoma
MONDO:0004292,supraglottis verrucous carcinoma
MONDO:0004293,supraglottis squamous cell carcinoma
MONDO:0004294,gestational ovarian choriocarcinoma
MONDO:0004295,asbestos-related lung carcinoma
MONDO:0004296,cervical lymphoepithelioma-like carcinoma
MONDO:0004297,lymphoepithelioma-like thymic carcinoma
MONDO:0004298,stomach disease
MONDO:0004299,infiltrating bladder lymphoepithelioma-like carcinoma
MONDO:0004300,obsolete intracortical osteogenic sarcoma
MONDO:0004301,fibrosarcomatous osteosarcoma
MONDO:0004302,chief cell adenoma
MONDO:0004303,parathyroid gland clear cell adenoma
MONDO:0004304,mixed cell type adenoma of parathyroid
MONDO:0004305,parathyroid oncocytic adenoma
MONDO:0004306,childhood intracortical osteosarcoma
MONDO:0004307,sarcomatosis of the meninges
MONDO:0004308,meningeal sarcoma
MONDO:0004309,sarcomatosis
MONDO:0004310,"adult embryonal tumor with multilayered rosettes, c19mc-altered"
MONDO:0004311,carcinoma of Cowper glands
MONDO:0004312,suprasellar meningioma
MONDO:0004313,gasserian ganglion meningioma
MONDO:0004314,malignant cutaneous granular cell skin tumor
MONDO:0004315,cholangiolocellular carcinoma
MONDO:0004316,acantholytic squamous cell skin carcinoma
MONDO:0004317,multiple spinal canal and spinal cord meningioma
MONDO:0004318,pulmonary type ovarian small cell carcinoma
MONDO:0004319,hypercalcemic type ovarian small cell carcinoma
MONDO:0004320,adult infiltrating astrocytic neoplasm
MONDO:0004321,endometrial mixed adenocarcinoma
MONDO:0004322,non-gestational ovarian choriocarcinoma
MONDO:0004323,muscular atrophy
MONDO:0004324,testicular fibroma
MONDO:0004325,testicular thecoma
MONDO:0004326,sphenoid sinus inverted papilloma
MONDO:0004327,sphenoid sinus Schneiderian papilloma
MONDO:0004328,maxillary sinus adenocarcinoma
MONDO:0004329,pancreatic intraductal papillary-mucinous neoplasm with high grade dysplasia
MONDO:0004330,leptomeningeal sarcoma
MONDO:0004331,bladder urachal adenocarcinoma
MONDO:0004332,lung hilum cancer
MONDO:0004333,pancreatic ACTH-producing neuroendocrine tumor
MONDO:0004334,non-functional pancreatic neuroendocrine tumor
MONDO:0004335,digestive system disease
MONDO:0004336,rectal signet ring cell adenocarcinoma
MONDO:0004337,perianal skin Paget disease
MONDO:0004338,retinal cell cancer
MONDO:0004339,tuberculum sellae meningioma
MONDO:0004340,mixed ductal-endocrine carcinoma of pancreas
MONDO:0004341,colloid carcinoma of the pancreas
MONDO:0004342,obsolete osteoclast-like giant cell neoplasm of the pancreas
MONDO:0004343,pancreatic acinar cell cystadenocarcinoma
MONDO:0004344,childhood malignant hemangiopericytoma
MONDO:0004345,childhood malignant schwannoma
MONDO:0004346,signet ring cell intrahepatic cholangiocarcinoma
MONDO:0004347,obsolete MONDO:0004347
MONDO:0004348,retinal telangiectasia
MONDO:0004349,retina lymphoma
MONDO:0004350,pediatric extraocular retinoblastoma
MONDO:0004351,intraocular lymphoma
MONDO:0004352,adult brain ependymoma
MONDO:0004353,extrahepatic biliary papillomatosis
MONDO:0004354,neonatal leukemia
MONDO:0004355,childhood leukemia
MONDO:0004356,childhood multilocular cystic kidney neoplasm
MONDO:0004357,carcinoma of supraglottis
MONDO:0004358,subglottis carcinoma
MONDO:0004359,delusional disorder
MONDO:0004360,breast extraskeletal osteosarcoma
MONDO:0004361,adult spinal cord ependymoma
MONDO:0004362,obsolete placenta disease
MONDO:0004363,adult spinal cord glioblastoma
MONDO:0004364,choroid necrotic melanoma
MONDO:0004365,necrotic uveal melanoma
MONDO:0004366,mixed astrocytoma-ependymoma-oligodendroglioma
MONDO:0004367,petroclival meningioma
MONDO:0004368,sphenoorbital meningioma
MONDO:0004369,renal infectious disease
MONDO:0004370,sphenocavernous meningioma
MONDO:0004371,spinal multifocal clear cell meningioma
MONDO:0004372,chronic toxic polyneuropathy
MONDO:0004373,adult papillary meningioma
MONDO:0004374,adult extraskeletal osteosarcoma
MONDO:0004375,end stage renal failure
MONDO:0004376,infiltrating nipple syringomatous adenoma
MONDO:0004377,pancreatic non-functioning delta cell tumor
MONDO:0004378,pediatric cerebral ependymoblastoma
MONDO:0004379,female breast carcinoma
MONDO:0004380,dendritic cell sarcoma
MONDO:0004381,pancreatic intraductal papillary-mucinous neoplasm with low grade dysplasia
MONDO:0004382,laryngeal disease
MONDO:0004383,adult central nervous system germinoma
MONDO:0004384,maxillary sinus inverted papilloma
MONDO:0004385,adult xanthogranuloma
MONDO:0004386,uterine corpus atypical polypoid adenomyoma
MONDO:0004387,luteoma of pregnancy
MONDO:0004388,obsolete testicular spermatocytic seminoma
MONDO:0004389,mite infestation
MONDO:0004390,ocular hypotension
MONDO:0004391,obsolete adult extraosseous chondrosarcoma
MONDO:0004392,intracranial extraskeletal myxoid chondrosarcoma
MONDO:0004393,mixed astrocytoma-ependymoma
MONDO:0004394,maxillary sinus squamous cell carcinoma
MONDO:0004395,obsolete mixed oligodendroglioma-astrocytoma
MONDO:0004396,cervical spinal canal and spinal cord meningioma
MONDO:0004397,benign mediastinal psammomatous neurilemmoma
MONDO:0004398,mediastinal schwannoma
MONDO:0004399,obsolete epithelial malignant thymoma
MONDO:0004400,malignant type A thymoma
MONDO:0004401,testis refractory cancer
MONDO:0004402,"testicular yolk sac tumor, glandular-alveolar pattern"
MONDO:0004403,childhood precursor T-lymphoblastic lymphoma/leukemia
MONDO:0004404,refractory precursor T-lymphoblastic lymphoma/leukemia
MONDO:0004405,Barrett adenocarcinoma
MONDO:0004406,adult central nervous system mixed germ cell tumor
MONDO:0004407,stroma-dominant and stroma-poor composite ganglioneuroblastoma
MONDO:0004408,schwannian stroma-rich and stroma-poor composite ganglioneuroblastoma
MONDO:0004409,nipple duct carcinoma
MONDO:0004410,sarcomatoid penile squamous cell carcinoma
MONDO:0004411,duodenal gastrin-producing neuroendocrine tumor
MONDO:0004412,malignant spiradenoma
MONDO:0004413,cervical non-keratinizing squamous cell carcinoma
MONDO:0004414,tamoxifen-related endometrial lesion
MONDO:0004415,lipid-cell variant infiltrating bladder urothelial carcinoma
MONDO:0004416,plasmacytoid variant infiltrating bladder urothelial carcinoma
