metabolite_id,metabolite_name
HMDB0052352,"TG(24:1(15Z)/22:5(7Z,10Z,13Z,16Z,19Z)/20:2n6)"
HMDB0052353,"TG(24:1(15Z)/22:5(7Z,10Z,13Z,16Z,19Z)/20:3n6)"
HMDB0052354,"TG(24:1(15Z)/22:5(7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z))"
HMDB0052355,"TG(24:1(15Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:2(13Z,16Z))"
HMDB0052356,"TG(24:1(15Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:4(7Z,10Z,13Z,16Z))"
HMDB0052357,"TG(24:1(15Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
HMDB0052358,"TG(24:1(15Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z))"
HMDB0052359,"TG(24:1(15Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:4(6Z,9Z,12Z,15Z))"
HMDB0052360,"TG(24:1(15Z)/22:5(7Z,10Z,13Z,16Z,19Z)/20:4(8Z,11Z,14Z,17Z))"
HMDB0052361,"TG(24:1(15Z)/22:5(7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
HMDB0052362,"TG(24:1(15Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
HMDB0052363,"TG(24:1(15Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
HMDB0052364,"TG(24:1(15Z)/22:5(7Z,10Z,13Z,16Z,19Z)/O-18:0)"
HMDB0052365,"TG(24:1(15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/24:1(15Z))"
HMDB0052366,"TG(24:1(15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z))"
HMDB0052367,"TG(24:1(15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(6Z,9Z,12Z))"
HMDB0052368,"TG(24:1(15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:2n6)"
HMDB0052369,"TG(24:1(15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:3n6)"
HMDB0052370,"TG(24:1(15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z))"
HMDB0052371,"TG(24:1(15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:2(13Z,16Z))"
HMDB0052372,"TG(24:1(15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:4(7Z,10Z,13Z,16Z))"
HMDB0052373,"TG(24:1(15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
HMDB0052374,"TG(24:1(15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z))"
HMDB0052375,"TG(24:1(15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:4(6Z,9Z,12Z,15Z))"
HMDB0052376,"TG(24:1(15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:4(8Z,11Z,14Z,17Z))"
HMDB0052377,"TG(24:1(15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
HMDB0052378,"TG(24:1(15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
HMDB0052379,"TG(24:1(15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
HMDB0052380,"TG(24:1(15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/O-18:0)"
HMDB0052381,TG(24:1(15Z)/O-18:0/24:1(15Z))
HMDB0052382,"TG(24:1(15Z)/O-18:0/18:2(9Z,12Z))"
HMDB0052383,"TG(24:1(15Z)/O-18:0/18:3(6Z,9Z,12Z))"
HMDB0052384,TG(24:1(15Z)/O-18:0/20:2n6)
HMDB0052385,TG(24:1(15Z)/O-18:0/20:3n6)
HMDB0052386,"TG(24:1(15Z)/O-18:0/20:4(5Z,8Z,11Z,14Z))"
HMDB0052387,"TG(24:1(15Z)/O-18:0/22:2(13Z,16Z))"
HMDB0052388,"TG(24:1(15Z)/O-18:0/22:4(7Z,10Z,13Z,16Z))"
HMDB0052389,"TG(24:1(15Z)/O-18:0/22:5(4Z,7Z,10Z,13Z,16Z))"
HMDB0052390,"TG(24:1(15Z)/O-18:0/18:3(9Z,12Z,15Z))"
HMDB0052391,"TG(24:1(15Z)/O-18:0/18:4(6Z,9Z,12Z,15Z))"
HMDB0052392,"TG(24:1(15Z)/O-18:0/20:4(8Z,11Z,14Z,17Z))"
HMDB0052393,"TG(24:1(15Z)/O-18:0/20:5(5Z,8Z,11Z,14Z,17Z))"
HMDB0052394,"TG(24:1(15Z)/O-18:0/22:5(7Z,10Z,13Z,16Z,19Z))"
HMDB0052395,"TG(24:1(15Z)/O-18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
HMDB0052397,"TG(18:2(9Z,12Z)/14:0/18:3(6Z,9Z,12Z))"
HMDB0052398,"TG(18:2(9Z,12Z)/14:0/20:2n6)"
HMDB0052399,"TG(18:2(9Z,12Z)/14:0/20:3n6)"
HMDB0052401,"TG(18:2(9Z,12Z)/14:0/22:2(13Z,16Z))"
HMDB0052402,"TG(18:2(9Z,12Z)/14:0/22:4(7Z,10Z,13Z,16Z))"
HMDB0052403,"TG(18:2(9Z,12Z)/14:0/22:5(4Z,7Z,10Z,13Z,16Z))"
HMDB0052405,"TG(18:2(9Z,12Z)/14:0/18:4(6Z,9Z,12Z,15Z))"
HMDB0052406,"TG(18:2(9Z,12Z)/14:0/20:4(8Z,11Z,14Z,17Z))"
HMDB0052407,"TG(18:2(9Z,12Z)/14:0/20:5(5Z,8Z,11Z,14Z,17Z))"
HMDB0052408,"TG(18:2(9Z,12Z)/14:0/22:5(7Z,10Z,13Z,16Z,19Z))"
HMDB0052409,"TG(18:2(9Z,12Z)/14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
HMDB0052410,"TG(18:2(9Z,12Z)/14:0/O-18:0)"
HMDB0052411,"TG(18:2(9Z,12Z)/15:0/18:2(9Z,12Z))"
HMDB0052412,"TG(18:2(9Z,12Z)/15:0/18:3(6Z,9Z,12Z))"
HMDB0052413,"TG(18:2(9Z,12Z)/15:0/20:2n6)"
HMDB0052414,"TG(18:2(9Z,12Z)/15:0/20:3n6)"
HMDB0052415,"TG(18:2(9Z,12Z)/15:0/20:4(5Z,8Z,11Z,14Z))"
HMDB0052416,"TG(18:2(9Z,12Z)/15:0/22:2(13Z,16Z))"
HMDB0052417,"TG(18:2(9Z,12Z)/15:0/22:4(7Z,10Z,13Z,16Z))"
HMDB0052418,"TG(18:2(9Z,12Z)/15:0/22:5(4Z,7Z,10Z,13Z,16Z))"
HMDB0052419,"TG(18:2(9Z,12Z)/15:0/18:3(9Z,12Z,15Z))"
HMDB0052420,"TG(18:2(9Z,12Z)/15:0/18:4(6Z,9Z,12Z,15Z))"
HMDB0052421,"TG(18:2(9Z,12Z)/15:0/20:4(8Z,11Z,14Z,17Z))"
HMDB0052422,"TG(18:2(9Z,12Z)/15:0/20:5(5Z,8Z,11Z,14Z,17Z))"
HMDB0052423,"TG(18:2(9Z,12Z)/15:0/22:5(7Z,10Z,13Z,16Z,19Z))"
HMDB0052424,"TG(18:2(9Z,12Z)/15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
HMDB0052425,"TG(18:2(9Z,12Z)/15:0/O-18:0)"
HMDB0052426,"TG(18:2(9Z,12Z)/16:0/18:2(9Z,12Z))"
HMDB0052427,"TG(18:2(9Z,12Z)/16:0/18:3(6Z,9Z,12Z))"
HMDB0052429,"TG(18:2(9Z,12Z)/16:0/20:3n6)"
HMDB0052430,"TG(18:2(9Z,12Z)/16:0/20:4(5Z,8Z,11Z,14Z))"
HMDB0052431,"TG(18:2(9Z,12Z)/16:0/22:2(13Z,16Z))"
HMDB0052432,"TG(18:2(9Z,12Z)/16:0/22:4(7Z,10Z,13Z,16Z))"
HMDB0052433,"TG(18:2(9Z,12Z)/16:0/22:5(4Z,7Z,10Z,13Z,16Z))"
HMDB0052435,"TG(18:2(9Z,12Z)/16:0/18:4(6Z,9Z,12Z,15Z))"
HMDB0052436,"TG(18:2(9Z,12Z)/16:0/20:4(8Z,11Z,14Z,17Z))"
HMDB0052440,"TG(18:2(9Z,12Z)/16:0/O-18:0)"
HMDB0052441,"TG(18:2(9Z,12Z)/18:0/18:2(9Z,12Z))"
HMDB0052442,"TG(18:2(9Z,12Z)/18:0/18:3(6Z,9Z,12Z))"
HMDB0052443,"TG(18:2(9Z,12Z)/18:0/20:2n6)"
HMDB0052444,"TG(18:2(9Z,12Z)/18:0/20:3n6)"
HMDB0052445,"TG(18:2(9Z,12Z)/18:0/20:4(5Z,8Z,11Z,14Z))"
HMDB0052446,"TG(18:2(9Z,12Z)/18:0/22:2(13Z,16Z))"
HMDB0052447,"TG(18:2(9Z,12Z)/18:0/22:4(7Z,10Z,13Z,16Z))"
HMDB0052448,"TG(18:2(9Z,12Z)/18:0/22:5(4Z,7Z,10Z,13Z,16Z))"
HMDB0052450,"TG(18:2(9Z,12Z)/18:0/18:4(6Z,9Z,12Z,15Z))"
HMDB0052451,"TG(18:2(9Z,12Z)/18:0/20:4(8Z,11Z,14Z,17Z))"
HMDB0052452,"TG(18:2(9Z,12Z)/18:0/20:5(5Z,8Z,11Z,14Z,17Z))"
HMDB0052453,"TG(18:2(9Z,12Z)/18:0/22:5(7Z,10Z,13Z,16Z,19Z))"
HMDB0052455,"TG(18:2(9Z,12Z)/18:0/O-18:0)"
HMDB0052456,"TG(18:2(9Z,12Z)/20:0/18:2(9Z,12Z))"
HMDB0052457,"TG(18:2(9Z,12Z)/20:0/18:3(6Z,9Z,12Z))"
HMDB0052458,"TG(18:2(9Z,12Z)/20:0/20:2n6)"
HMDB0052459,"TG(18:2(9Z,12Z)/20:0/20:3n6)"
HMDB0052461,"TG(18:2(9Z,12Z)/20:0/22:2(13Z,16Z))"
HMDB0052462,"TG(18:2(9Z,12Z)/20:0/22:4(7Z,10Z,13Z,16Z))"
HMDB0052463,"TG(18:2(9Z,12Z)/20:0/22:5(4Z,7Z,10Z,13Z,16Z))"
HMDB0052464,"TG(18:2(9Z,12Z)/20:0/18:3(9Z,12Z,15Z))"
HMDB0052465,"TG(18:2(9Z,12Z)/20:0/18:4(6Z,9Z,12Z,15Z))"
HMDB0052466,"TG(18:2(9Z,12Z)/20:0/20:4(8Z,11Z,14Z,17Z))"
HMDB0052467,"TG(18:2(9Z,12Z)/20:0/20:5(5Z,8Z,11Z,14Z,17Z))"
HMDB0052468,"TG(18:2(9Z,12Z)/20:0/22:5(7Z,10Z,13Z,16Z,19Z))"
HMDB0052469,"TG(18:2(9Z,12Z)/20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
HMDB0052470,"TG(18:2(9Z,12Z)/20:0/O-18:0)"
HMDB0052471,"TG(18:2(9Z,12Z)/22:0/18:2(9Z,12Z))"
HMDB0052472,"TG(18:2(9Z,12Z)/22:0/18:3(6Z,9Z,12Z))"
HMDB0052473,"TG(18:2(9Z,12Z)/22:0/20:2n6)"
HMDB0052474,"TG(18:2(9Z,12Z)/22:0/20:3n6)"
HMDB0052475,"TG(18:2(9Z,12Z)/22:0/20:4(5Z,8Z,11Z,14Z))"
HMDB0052476,"TG(18:2(9Z,12Z)/22:0/22:2(13Z,16Z))"
HMDB0052477,"TG(18:2(9Z,12Z)/22:0/22:4(7Z,10Z,13Z,16Z))"
HMDB0052478,"TG(18:2(9Z,12Z)/22:0/22:5(4Z,7Z,10Z,13Z,16Z))"
HMDB0052479,"TG(18:2(9Z,12Z)/22:0/18:3(9Z,12Z,15Z))"
HMDB0052480,"TG(18:2(9Z,12Z)/22:0/18:4(6Z,9Z,12Z,15Z))"
HMDB0052481,"TG(18:2(9Z,12Z)/22:0/20:4(8Z,11Z,14Z,17Z))"
HMDB0052482,"TG(18:2(9Z,12Z)/22:0/20:5(5Z,8Z,11Z,14Z,17Z))"
HMDB0052483,"TG(18:2(9Z,12Z)/22:0/22:5(7Z,10Z,13Z,16Z,19Z))"
HMDB0052484,"TG(18:2(9Z,12Z)/22:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
HMDB0052485,"TG(18:2(9Z,12Z)/22:0/O-18:0)"
HMDB0052486,"TG(18:2(9Z,12Z)/24:0/18:2(9Z,12Z))"
HMDB0052487,"TG(18:2(9Z,12Z)/24:0/18:3(6Z,9Z,12Z))"
HMDB0052488,"TG(18:2(9Z,12Z)/24:0/20:2n6)"
HMDB0052489,"TG(18:2(9Z,12Z)/24:0/20:3n6)"
HMDB0052490,"TG(18:2(9Z,12Z)/24:0/20:4(5Z,8Z,11Z,14Z))"
HMDB0052491,"TG(18:2(9Z,12Z)/24:0/22:2(13Z,16Z))"
HMDB0052492,"TG(18:2(9Z,12Z)/24:0/22:4(7Z,10Z,13Z,16Z))"
HMDB0052493,"TG(18:2(9Z,12Z)/24:0/22:5(4Z,7Z,10Z,13Z,16Z))"
HMDB0052494,"TG(18:2(9Z,12Z)/24:0/18:3(9Z,12Z,15Z))"
HMDB0052495,"TG(18:2(9Z,12Z)/24:0/18:4(6Z,9Z,12Z,15Z))"
HMDB0052496,"TG(18:2(9Z,12Z)/24:0/20:4(8Z,11Z,14Z,17Z))"
HMDB0052497,"TG(18:2(9Z,12Z)/24:0/20:5(5Z,8Z,11Z,14Z,17Z))"
HMDB0052498,"TG(18:2(9Z,12Z)/24:0/22:5(7Z,10Z,13Z,16Z,19Z))"
HMDB0052499,"TG(18:2(9Z,12Z)/24:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
HMDB0052500,"TG(18:2(9Z,12Z)/24:0/O-18:0)"
HMDB0052501,"TG(18:2(9Z,12Z)/14:1(9Z)/18:2(9Z,12Z))"
HMDB0052502,"TG(18:2(9Z,12Z)/14:1(9Z)/18:3(6Z,9Z,12Z))"
HMDB0052503,"TG(18:2(9Z,12Z)/14:1(9Z)/20:2n6)"
HMDB0052504,"TG(18:2(9Z,12Z)/14:1(9Z)/20:3n6)"
HMDB0052505,"TG(18:2(9Z,12Z)/14:1(9Z)/20:4(5Z,8Z,11Z,14Z))"
HMDB0052506,"TG(18:2(9Z,12Z)/14:1(9Z)/22:2(13Z,16Z))"
HMDB0052507,"TG(18:2(9Z,12Z)/14:1(9Z)/22:4(7Z,10Z,13Z,16Z))"
HMDB0052508,"TG(18:2(9Z,12Z)/14:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
HMDB0052509,"TG(18:2(9Z,12Z)/14:1(9Z)/18:3(9Z,12Z,15Z))"
HMDB0052510,"TG(18:2(9Z,12Z)/14:1(9Z)/18:4(6Z,9Z,12Z,15Z))"
HMDB0052511,"TG(18:2(9Z,12Z)/14:1(9Z)/20:4(8Z,11Z,14Z,17Z))"
HMDB0052512,"TG(18:2(9Z,12Z)/14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
HMDB0052513,"TG(18:2(9Z,12Z)/14:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
HMDB0052514,"TG(18:2(9Z,12Z)/14:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
HMDB0052515,"TG(18:2(9Z,12Z)/14:1(9Z)/O-18:0)"
HMDB0052516,"TG(18:2(9Z,12Z)/16:1(9Z)/18:2(9Z,12Z))"
HMDB0052517,"TG(18:2(9Z,12Z)/16:1(9Z)/18:3(6Z,9Z,12Z))"
HMDB0052518,"TG(18:2(9Z,12Z)/16:1(9Z)/20:2n6)"
HMDB0052519,"TG(18:2(9Z,12Z)/16:1(9Z)/20:3n6)"
HMDB0052520,"TG(18:2(9Z,12Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))"
HMDB0052521,"TG(18:2(9Z,12Z)/16:1(9Z)/22:2(13Z,16Z))"
HMDB0052522,"TG(18:2(9Z,12Z)/16:1(9Z)/22:4(7Z,10Z,13Z,16Z))"
HMDB0052523,"TG(18:2(9Z,12Z)/16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
HMDB0052524,"TG(18:2(9Z,12Z)/16:1(9Z)/18:3(9Z,12Z,15Z))"
HMDB0052525,"TG(18:2(9Z,12Z)/16:1(9Z)/18:4(6Z,9Z,12Z,15Z))"
HMDB0052526,"TG(18:2(9Z,12Z)/16:1(9Z)/20:4(8Z,11Z,14Z,17Z))"
HMDB0052527,"TG(18:2(9Z,12Z)/16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
HMDB0052528,"TG(18:2(9Z,12Z)/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
HMDB0052529,"TG(18:2(9Z,12Z)/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
HMDB0052530,"TG(18:2(9Z,12Z)/16:1(9Z)/O-18:0)"
HMDB0052532,"TG(18:2(9Z,12Z)/18:1(11Z)/18:3(6Z,9Z,12Z))"
HMDB0052533,"TG(18:2(9Z,12Z)/18:1(11Z)/20:2n6)"
HMDB0052534,"TG(18:2(9Z,12Z)/18:1(11Z)/20:3n6)"
HMDB0052536,"TG(18:2(9Z,12Z)/18:1(11Z)/22:2(13Z,16Z))"
HMDB0052537,"TG(18:2(9Z,12Z)/18:1(11Z)/22:4(7Z,10Z,13Z,16Z))"
HMDB0052538,"TG(18:2(9Z,12Z)/18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
HMDB0052539,"TG(18:2(9Z,12Z)/18:1(11Z)/18:3(9Z,12Z,15Z))"
HMDB0052540,"TG(18:2(9Z,12Z)/18:1(11Z)/18:4(6Z,9Z,12Z,15Z))"
HMDB0052541,"TG(18:2(9Z,12Z)/18:1(11Z)/20:4(8Z,11Z,14Z,17Z))"
HMDB0052542,"TG(18:2(9Z,12Z)/18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
HMDB0052543,"TG(18:2(9Z,12Z)/18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
HMDB0052544,"TG(18:2(9Z,12Z)/18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
HMDB0052545,"TG(18:2(9Z,12Z)/18:1(11Z)/O-18:0)"
HMDB0052546,"TG(18:2(9Z,12Z)/18:1(9Z)/18:2(9Z,12Z))"
HMDB0052550,"TG(18:2(9Z,12Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))"
HMDB0052551,"TG(18:2(9Z,12Z)/18:1(9Z)/22:2(13Z,16Z))"
HMDB0052553,"TG(18:2(9Z,12Z)/18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
HMDB0052555,"TG(18:2(9Z,12Z)/18:1(9Z)/18:4(6Z,9Z,12Z,15Z))"
HMDB0052556,"TG(18:2(9Z,12Z)/18:1(9Z)/20:4(8Z,11Z,14Z,17Z))"
HMDB0052560,"TG(18:2(9Z,12Z)/18:1(9Z)/O-18:0)"
HMDB0052561,"TG(18:2(9Z,12Z)/20:1(11Z)/18:2(9Z,12Z))"
HMDB0052562,"TG(18:2(9Z,12Z)/20:1(11Z)/18:3(6Z,9Z,12Z))"
HMDB0052563,"TG(18:2(9Z,12Z)/20:1(11Z)/20:2n6)"
HMDB0052564,"TG(18:2(9Z,12Z)/20:1(11Z)/20:3n6)"
HMDB0052566,"TG(18:2(9Z,12Z)/20:1(11Z)/22:2(13Z,16Z))"
HMDB0052567,"TG(18:2(9Z,12Z)/20:1(11Z)/22:4(7Z,10Z,13Z,16Z))"
HMDB0052568,"TG(18:2(9Z,12Z)/20:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
HMDB0052569,"TG(18:2(9Z,12Z)/20:1(11Z)/18:3(9Z,12Z,15Z))"
HMDB0052570,"TG(18:2(9Z,12Z)/20:1(11Z)/18:4(6Z,9Z,12Z,15Z))"
HMDB0052571,"TG(18:2(9Z,12Z)/20:1(11Z)/20:4(8Z,11Z,14Z,17Z))"
HMDB0052572,"TG(18:2(9Z,12Z)/20:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
HMDB0052573,"TG(18:2(9Z,12Z)/20:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
HMDB0052574,"TG(18:2(9Z,12Z)/20:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
HMDB0052575,"TG(18:2(9Z,12Z)/20:1(11Z)/O-18:0)"
HMDB0052576,"TG(18:2(9Z,12Z)/20:3(5Z,8Z,11Z)/18:2(9Z,12Z))"
HMDB0052577,"TG(18:2(9Z,12Z)/20:3(5Z,8Z,11Z)/18:3(6Z,9Z,12Z))"
HMDB0052578,"TG(18:2(9Z,12Z)/20:3(5Z,8Z,11Z)/20:2n6)"
HMDB0052579,"TG(18:2(9Z,12Z)/20:3(5Z,8Z,11Z)/20:3n6)"
HMDB0052580,"TG(18:2(9Z,12Z)/20:3(5Z,8Z,11Z)/20:4(5Z,8Z,11Z,14Z))"
HMDB0052581,"TG(18:2(9Z,12Z)/20:3(5Z,8Z,11Z)/22:2(13Z,16Z))"
HMDB0052582,"TG(18:2(9Z,12Z)/20:3(5Z,8Z,11Z)/22:4(7Z,10Z,13Z,16Z))"
HMDB0052583,"TG(18:2(9Z,12Z)/20:3(5Z,8Z,11Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
HMDB0052584,"TG(18:2(9Z,12Z)/20:3(5Z,8Z,11Z)/18:3(9Z,12Z,15Z))"
HMDB0052585,"TG(18:2(9Z,12Z)/20:3(5Z,8Z,11Z)/18:4(6Z,9Z,12Z,15Z))"
HMDB0052586,"TG(18:2(9Z,12Z)/20:3(5Z,8Z,11Z)/20:4(8Z,11Z,14Z,17Z))"
HMDB0052587,"TG(18:2(9Z,12Z)/20:3(5Z,8Z,11Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
HMDB0052588,"TG(18:2(9Z,12Z)/20:3(5Z,8Z,11Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
HMDB0052589,"TG(18:2(9Z,12Z)/20:3(5Z,8Z,11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
HMDB0052590,"TG(18:2(9Z,12Z)/20:3(5Z,8Z,11Z)/O-18:0)"
HMDB0052591,"TG(18:2(9Z,12Z)/22:1(13Z)/18:2(9Z,12Z))"
HMDB0052592,"TG(18:2(9Z,12Z)/22:1(13Z)/18:3(6Z,9Z,12Z))"
HMDB0052593,"TG(18:2(9Z,12Z)/22:1(13Z)/20:2n6)"
HMDB0052594,"TG(18:2(9Z,12Z)/22:1(13Z)/20:3n6)"
HMDB0052595,"TG(18:2(9Z,12Z)/22:1(13Z)/20:4(5Z,8Z,11Z,14Z))"
HMDB0052596,"TG(18:2(9Z,12Z)/22:1(13Z)/22:2(13Z,16Z))"
HMDB0052597,"TG(18:2(9Z,12Z)/22:1(13Z)/22:4(7Z,10Z,13Z,16Z))"
HMDB0052598,"TG(18:2(9Z,12Z)/22:1(13Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
HMDB0052599,"TG(18:2(9Z,12Z)/22:1(13Z)/18:3(9Z,12Z,15Z))"
HMDB0052600,"TG(18:2(9Z,12Z)/22:1(13Z)/18:4(6Z,9Z,12Z,15Z))"
HMDB0052601,"TG(18:2(9Z,12Z)/22:1(13Z)/20:4(8Z,11Z,14Z,17Z))"
HMDB0052602,"TG(18:2(9Z,12Z)/22:1(13Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
HMDB0052603,"TG(18:2(9Z,12Z)/22:1(13Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
HMDB0052604,"TG(18:2(9Z,12Z)/22:1(13Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
HMDB0052605,"TG(18:2(9Z,12Z)/22:1(13Z)/O-18:0)"
HMDB0052606,"TG(18:2(9Z,12Z)/24:1(15Z)/18:2(9Z,12Z))"
HMDB0052607,"TG(18:2(9Z,12Z)/24:1(15Z)/18:3(6Z,9Z,12Z))"
HMDB0052608,"TG(18:2(9Z,12Z)/24:1(15Z)/20:2n6)"
HMDB0052609,"TG(18:2(9Z,12Z)/24:1(15Z)/20:3n6)"
HMDB0052610,"TG(18:2(9Z,12Z)/24:1(15Z)/20:4(5Z,8Z,11Z,14Z))"
HMDB0052611,"TG(18:2(9Z,12Z)/24:1(15Z)/22:2(13Z,16Z))"
HMDB0052612,"TG(18:2(9Z,12Z)/24:1(15Z)/22:4(7Z,10Z,13Z,16Z))"
HMDB0052613,"TG(18:2(9Z,12Z)/24:1(15Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
HMDB0052614,"TG(18:2(9Z,12Z)/24:1(15Z)/18:3(9Z,12Z,15Z))"
HMDB0052615,"TG(18:2(9Z,12Z)/24:1(15Z)/18:4(6Z,9Z,12Z,15Z))"
HMDB0052616,"TG(18:2(9Z,12Z)/24:1(15Z)/20:4(8Z,11Z,14Z,17Z))"
HMDB0052617,"TG(18:2(9Z,12Z)/24:1(15Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
HMDB0052618,"TG(18:2(9Z,12Z)/24:1(15Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
HMDB0052619,"TG(18:2(9Z,12Z)/24:1(15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
HMDB0052620,"TG(18:2(9Z,12Z)/24:1(15Z)/O-18:0)"
HMDB0052626,"TG(18:2(9Z,12Z)/18:2(9Z,12Z)/22:2(13Z,16Z))"
HMDB0052628,"TG(18:2(9Z,12Z)/18:2(9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
HMDB0052630,"TG(18:2(9Z,12Z)/18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))"
HMDB0052631,"TG(18:2(9Z,12Z)/18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z))"
HMDB0052635,"TG(18:2(9Z,12Z)/18:2(9Z,12Z)/O-18:0)"
HMDB0052636,"TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/18:2(9Z,12Z))"
HMDB0052637,"TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))"
HMDB0052638,"TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/20:2n6)"
HMDB0052639,"TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/20:3n6)"
HMDB0052640,"TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z))"
HMDB0052641,"TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/22:2(13Z,16Z))"
HMDB0052642,"TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z))"
HMDB0052643,"TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
HMDB0052644,"TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z))"
HMDB0052645,"TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/18:4(6Z,9Z,12Z,15Z))"
HMDB0052646,"TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/20:4(8Z,11Z,14Z,17Z))"
