protein_id,protein_name,drug_id,drug_name,act_type
6721,HRH1_HUMAN,962,doxylamine,
15965,ANDR_HUMAN,965,drostanolone propionate,
570,DRD2_HUMAN,966,droperidol,Ki
15543,5HT2A_HUMAN,966,droperidol,Ki
11754,MCR_HUMAN,968,drospirenone,IC50
9980,PRGR_HUMAN,968,drospirenone,EC50
15277,ADRB2_HUMAN,971,droxidopa,
15871,ADRB1_HUMAN,971,droxidopa,
15848,ADA2A_HUMAN,971,droxidopa,
15731,ADRB3_HUMAN,971,droxidopa,
15360,ADA2B_HUMAN,971,droxidopa,
15387,ADA2C_HUMAN,971,droxidopa,
15894,ADA1D_HUMAN,971,droxidopa,
15934,ADA1A_HUMAN,971,droxidopa,
15686,ADA1B_HUMAN,971,droxidopa,
8449,SC6A4_HUMAN,972,duloxetine,Ki
8206,SC6A2_HUMAN,972,duloxetine,Ki
8394,S5A2_HUMAN,973,dutasteride,IC50
4031,S5A1_HUMAN,973,dutasteride,IC50
8364,SCNAA_HUMAN,974,dyclonine,
9980,PRGR_HUMAN,975,dydrogesterone,Ki
10541,PDE4B_HUMAN,976,diprophylline,
10461,PDE3A_HUMAN,976,diprophylline,
15595,ACES_HUMAN,982,echothiophate,
1137,DYR_HUMAN,986,edatrexate,IC50
15595,ACES_HUMAN,988,edrophonium,Ki
3236,DCOR_HUMAN,990,eflornithine,Kd
15254,5HT1B_HUMAN,995,eletriptan,Kd
16115,5HT1D_HUMAN,995,eletriptan,Kd
15580,ACE_HUMAN,1005,enalapril,IC50
15580,ACE_HUMAN,1006,enalaprilat,IC50
17827,GLRA1_HUMAN,1009,enflurane,
17644,KCNK2_HUMAN,1009,enflurane,
17645,KCNK3_HUMAN,1009,enflurane,
17979,KCNK9_HUMAN,1009,enflurane,
17980,KCNKA_HUMAN,1009,enflurane,
17676,KCNKI_HUMAN,1009,enflurane,
14141,COMT_HUMAN,1018,entacapone,Ki
15277,ADRB2_HUMAN,1024,ephedrine,Ki
6721,HRH1_HUMAN,1027,epinastine,Ki
15277,ADRB2_HUMAN,1028,epinephrine,Kd
15934,ADA1A_HUMAN,1028,epinephrine,Ki
15894,ADA1D_HUMAN,1028,epinephrine,Ki
15686,ADA1B_HUMAN,1028,epinephrine,Ki
15848,ADA2A_HUMAN,1028,epinephrine,Ki
15360,ADA2B_HUMAN,1028,epinephrine,Ki
15387,ADA2C_HUMAN,1028,epinephrine,Ki
11754,MCR_HUMAN,1032,eplerenone,IC50
10528,PE2R1_HUMAN,1034,epoprostenol,Ki
10750,PI2R_HUMAN,1034,epoprostenol,Ki
15898,AGTR1_HUMAN,1037,eprosartan,IC50
16115,5HT1D_HUMAN,1043,ergotamine,Ki
1639,EGFR_HUMAN,1045,erlotinib,IC50
8449,SC6A4_HUMAN,1053,escitalopram,Ki
15871,ADRB1_HUMAN,1054,esmolol,Ki
13904,ATP4A_HUMAN,1055,esomeprazole,
13905,ATP4B_HUMAN,1055,esomeprazole,
1031,GBRA1_HUMAN,1056,estazolam,
1283,GBRG2_HUMAN,1056,estazolam,
2778,GBRB2_HUMAN,1056,estazolam,
1316,GBRB3_HUMAN,1056,estazolam,
2748,GBRA2_HUMAN,1056,estazolam,
1309,GBRA3_HUMAN,1056,estazolam,
1313,GBRA5_HUMAN,1056,estazolam,
767,ESR1_HUMAN,1057,estradiol,EC50
767,ESR1_HUMAN,1059,estradiol cypionate,EC50
767,ESR1_HUMAN,1064,estradiol valerate,
1652,ESR2_HUMAN,1066,estramustine phosphate,
1031,GBRA1_HUMAN,1068,eszopiclone,
1283,GBRG2_HUMAN,1068,eszopiclone,
2778,GBRB2_HUMAN,1068,eszopiclone,
1036,GBRG3_HUMAN,1068,eszopiclone,
1309,GBRA3_HUMAN,1068,eszopiclone,
1313,GBRA5_HUMAN,1068,eszopiclone,
2748,GBRA2_HUMAN,1068,eszopiclone,Ki
1311,GBRA4_HUMAN,1068,eszopiclone,Ki
4556,S12A1_HUMAN,1071,ethacrynic acid,
1031,GBRA1_HUMAN,1078,ethchlorvynol,
1283,GBRG2_HUMAN,1078,ethchlorvynol,
1316,GBRB3_HUMAN,1078,ethchlorvynol,
767,ESR1_HUMAN,1082,ethinylestradiol,Kd
15806,ACM1_HUMAN,1086,profenamine,
13062,CAC1G_HUMAN,1087,ethosuximide,
8481,SCN1A_HUMAN,1088,ethotoin,
8479,SCN4A_HUMAN,1088,ethotoin,
8214,SCN7A_HUMAN,1088,ethotoin,
8363,SCN5A_HUMAN,1088,ethotoin,
8459,SCN9A_HUMAN,1088,ethotoin,
4110,SCN2A_HUMAN,1088,ethotoin,
8369,SCN3A_HUMAN,1088,ethotoin,
8255,SCNBA_HUMAN,1088,ethotoin,
8483,SCN8A_HUMAN,1088,ethotoin,
8364,SCNAA_HUMAN,1088,ethotoin,
13132,CAH2_HUMAN,1089,ethoxzolamide,Ki
13070,CAH1_HUMAN,1089,ethoxzolamide,Kd
13175,CAH4_HUMAN,1089,ethoxzolamide,Ki
13405,CAH9_HUMAN,1089,ethoxzolamide,Ki
13220,CAH12_HUMAN,1089,ethoxzolamide,Ki
2135,CAH5A_HUMAN,1089,ethoxzolamide,Ki
12958,CAH5B_HUMAN,1089,ethoxzolamide,Ki
13454,CAH7_HUMAN,1089,ethoxzolamide,Kd
13074,CAH3_HUMAN,1089,ethoxzolamide,Ki
13027,CAH6_HUMAN,1089,ethoxzolamide,Kd
13404,CAH14_HUMAN,1089,ethoxzolamide,Ki
13067,CAH13_HUMAN,1089,ethoxzolamide,Kd
15965,ANDR_HUMAN,1094,ethylestrenol,
9980,PRGR_HUMAN,1095,etynodiol,
4110,SCN2A_HUMAN,1097,etidocaine,
8363,SCN5A_HUMAN,1097,etidocaine,
8479,SCN4A_HUMAN,1097,etidocaine,
10808,PGH2_HUMAN,1103,etodolac,IC50
1031,GBRA1_HUMAN,1109,etomidate,EC50
1283,GBRG2_HUMAN,1109,etomidate,EC50
2778,GBRB2_HUMAN,1109,etomidate,EC50
9980,PRGR_HUMAN,1110,etonogestrel,
9079,TOP2A_HUMAN,1112,etoposide,IC50
10808,PGH2_HUMAN,1113,etoricoxib,IC50
10723,RARA_HUMAN,1116,etretinate,
4230,RXRG_HUMAN,1116,etretinate,
6380,FKB1A_HUMAN,1118,everolimus,IC50
13532,CP19A_HUMAN,1122,exemestane,IC50
18144,GLP1R_HUMAN,1123,exenatide,IC50
19961,NPCL1_HUMAN,1125,ezetimibe,Kd
6097,HRH2_HUMAN,1129,famotidine,Kd
14627,XDH_HUMAN,1137,febuxostat,Ki
18917,NMDE2_HUMAN,1140,felbamate,IC50
18916,NMDE1_HUMAN,1140,felbamate,
10479,PGH1_HUMAN,1141,felbinac,IC50
10808,PGH2_HUMAN,1141,felbinac,
13073,CAC1C_HUMAN,1142,felodipine,
13223,CAC1D_HUMAN,1142,felodipine,
18844,PPARA_HUMAN,1152,fenofibrate,IC50
569,DRD1_HUMAN,1153,fenoldopam,Kd
10808,PGH2_HUMAN,1154,fenoprofen,IC50
10479,PGH1_HUMAN,1154,fenoprofen,IC50
15277,ADRB2_HUMAN,1155,fenoterol,EC50
18529,OPRM_HUMAN,1164,fentanyl,EC50
6721,HRH1_HUMAN,1170,fexofenadine,Ki
10391,PDE8A_HUMAN,1175,flavoxate,
10506,PDE8B_HUMAN,1175,flavoxate,
10540,PDE4A_HUMAN,1175,flavoxate,
10541,PDE4B_HUMAN,1175,flavoxate,
10463,PDE4C_HUMAN,1175,flavoxate,
10402,PDE4D_HUMAN,1175,flavoxate,
10399,PDE7A_HUMAN,1175,flavoxate,
10980,PDE7B_HUMAN,1175,flavoxate,
8363,SCN5A_HUMAN,1176,flecainide,IC50
5444,TYSY_HUMAN,1184,floxuridine,
11754,MCR_HUMAN,1191,fludrocortisone acetate,IC50
10808,PGH2_HUMAN,1193,flufenamic acid,IC50
10479,PGH1_HUMAN,1193,flufenamic acid,IC50
1283,GBRG2_HUMAN,1195,flumazenil,Ki
1316,GBRB3_HUMAN,1195,flumazenil,Ki
2748,GBRA2_HUMAN,1195,flumazenil,Ki
1309,GBRA3_HUMAN,1195,flumazenil,Ki
1313,GBRA5_HUMAN,1195,flumazenil,Ki
1031,GBRA1_HUMAN,1195,flumazenil,Ki
2776,GBRA6_HUMAN,1195,flumazenil,Ki
1311,GBRA4_HUMAN,1195,flumazenil,Ki
1184,GCR_HUMAN,1198,flumetasone pivalate,
1184,GCR_HUMAN,1201,flunisolide,EC50
1031,GBRA1_HUMAN,1202,flunitrazepam,Ki
2748,GBRA2_HUMAN,1202,flunitrazepam,Ki
1309,GBRA3_HUMAN,1202,flunitrazepam,Ki
1313,GBRA5_HUMAN,1202,flunitrazepam,Ki
1184,GCR_HUMAN,1204,fluocinolone acetonide,Ki
1184,GCR_HUMAN,1205,fluocinonide,Ki
1184,GCR_HUMAN,1208,fluorometholone,Ki
8449,SC6A4_HUMAN,1209,fluoxetine,Kd
15965,ANDR_HUMAN,1210,fluoxymesterone,Ki
569,DRD1_HUMAN,1211,flupentixol,Ki
570,DRD2_HUMAN,1211,flupentixol,Ki
570,DRD2_HUMAN,1212,fluphenazine,Ki
570,DRD2_HUMAN,1213,fluphenazine decanoate,
570,DRD2_HUMAN,1214,fluphenazine enanthate,Ki
1184,GCR_HUMAN,1216,fluprednisolone,
1184,GCR_HUMAN,1217,fludroxycortide,Ki
1031,GBRA1_HUMAN,1218,flurazepam,IC50
1283,GBRG2_HUMAN,1218,flurazepam,IC50
2778,GBRB2_HUMAN,1218,flurazepam,IC50
10808,PGH2_HUMAN,1219,flurbiprofen,IC50
10479,PGH1_HUMAN,1219,flurbiprofen,IC50
15965,ANDR_HUMAN,1223,flutamide,Ki
1184,GCR_HUMAN,1225,fluticasone propionate,EC50
8449,SC6A4_HUMAN,1230,fluvoxamine,Ki
15276,ADH1B_HUMAN,1233,fomepizole,
15860,ADH1G_HUMAN,1233,fomepizole,
15275,ADH1A_HUMAN,1233,fomepizole,
13234,ANT3_HUMAN,1236,fondaparinux,Kd
15277,ADRB2_HUMAN,1239,formoterol,Kd
15580,ACE_HUMAN,1245,fosinopril,IC50
8363,SCN5A_HUMAN,1247,fosphenytoin,
15254,5HT1B_HUMAN,1251,frovatriptan,Ki
16115,5HT1D_HUMAN,1251,frovatriptan,Ki
767,ESR1_HUMAN,1255,fulvestrant,Ki
1652,ESR2_HUMAN,1255,fulvestrant,Ki
4556,S12A1_HUMAN,1258,furosemide,IC50
13449,CA2D1_HUMAN,1264,gabapentin,IC50
15595,ACES_HUMAN,1272,galantamine,Ki
18039,GNRHR_HUMAN,1279,ganirelix,
1639,EGFR_HUMAN,1282,gefitinib,Ki
10260,RIR1_HUMAN,1283,gemcitabine,
11173,RIR2_HUMAN,1283,gemcitabine,
1278,DPOLA_HUMAN,1283,gemcitabine,
14103,DPOD1_HUMAN,1283,gemcitabine,
691,DPOE1_HUMAN,1283,gemcitabine,
18844,PPARA_HUMAN,1285,gemfibrozil,EC50
16117,ABCC8_HUMAN,1300,glimepiride,Ki
19228,KCJ11_HUMAN,1300,glimepiride,Ki
1031,GBRA1_HUMAN,1313,glutethimide,
1283,GBRG2_HUMAN,1313,glutethimide,
1316,GBRB3_HUMAN,1313,glutethimide,
18039,GNRHR_HUMAN,1327,goserelin,
16197,5HT3A_HUMAN,1329,granisetron,Ki
8206,SC6A2_HUMAN,1339,guanadrel,
8206,SC6A2_HUMAN,1342,guanethidine,
19290,KCNQ3_HUMAN,1344,guanidine,
17648,KCNQ2_HUMAN,1344,guanidine,
17668,KCNH1_HUMAN,1344,guanidine,
19235,KCNA2_HUMAN,1344,guanidine,
7028,KCNA6_HUMAN,1344,guanidine,
19231,KCNA3_HUMAN,1344,guanidine,
19232,KCNA4_HUMAN,1344,guanidine,
19284,KCNA5_HUMAN,1344,guanidine,
7034,KCNC1_HUMAN,1344,guanidine,
17677,KCNQ1_HUMAN,1344,guanidine,
7035,KCNQ4_HUMAN,1344,guanidine,
19291,KCNC4_HUMAN,1344,guanidine,
19288,KCNA1_HUMAN,1344,guanidine,
17974,KCNH2_HUMAN,1344,guanidine,
19237,KCNC3_HUMAN,1344,guanidine,
19287,KCNB1_HUMAN,1344,guanidine,
19209,KCA10_HUMAN,1344,guanidine,
19297,KCNV1_HUMAN,1344,guanidine,
17754,KCNH5_HUMAN,1344,guanidine,
17734,KCNG3_HUMAN,1344,guanidine,
17735,KCNG4_HUMAN,1344,guanidine,
19298,KCNV2_HUMAN,1344,guanidine,
19289,KCNB2_HUMAN,1344,guanidine,
7038,KCNS1_HUMAN,1344,guanidine,
17597,KCNH8_HUMAN,1344,guanidine,
19236,KCNC2_HUMAN,1344,guanidine,
7029,KCNA7_HUMAN,1344,guanidine,
19295,KCNS3_HUMAN,1344,guanidine,
17673,KCNH6_HUMAN,1344,guanidine,
17973,KCNF1_HUMAN,1344,guanidine,
7036,KCNQ5_HUMAN,1344,guanidine,
17535,KCNH7_HUMAN,1344,guanidine,
19292,KCND1_HUMAN,1344,guanidine,
19293,KCND2_HUMAN,1344,guanidine,
17530,KCNG1_HUMAN,1344,guanidine,
17751,KCNG2_HUMAN,1344,guanidine,
17729,KCND3_HUMAN,1344,guanidine,
17641,KCNH3_HUMAN,1344,guanidine,
19238,KCNS2_HUMAN,1344,guanidine,
17534,KCNH4_HUMAN,1344,guanidine,
1320,GBRP_HUMAN,1348,halazepam,
1035,GBRD_HUMAN,1348,halazepam,
1031,GBRA1_HUMAN,1348,halazepam,
1315,GBRB1_HUMAN,1348,halazepam,
1283,GBRG2_HUMAN,1348,halazepam,
1316,GBRB3_HUMAN,1348,halazepam,
1313,GBRA5_HUMAN,1348,halazepam,
1309,GBRA3_HUMAN,1348,halazepam,
2748,GBRA2_HUMAN,1348,halazepam,
2778,GBRB2_HUMAN,1348,halazepam,
1311,GBRA4_HUMAN,1348,halazepam,
1365,GBRE_HUMAN,1348,halazepam,
2776,GBRA6_HUMAN,1348,halazepam,
1282,GBRG1_HUMAN,1348,halazepam,
1036,GBRG3_HUMAN,1348,halazepam,
1323,GBRT_HUMAN,1348,halazepam,
1184,GCR_HUMAN,1349,ulobetasol propionate,
570,DRD2_HUMAN,1353,haloperidol,Ki
1184,GCR_HUMAN,1354,halopredone acetate,
1320,GBRP_HUMAN,1356,halothane,
1035,GBRD_HUMAN,1356,halothane,
1031,GBRA1_HUMAN,1356,halothane,
1315,GBRB1_HUMAN,1356,halothane,
1283,GBRG2_HUMAN,1356,halothane,
1316,GBRB3_HUMAN,1356,halothane,
1313,GBRA5_HUMAN,1356,halothane,
1309,GBRA3_HUMAN,1356,halothane,
2748,GBRA2_HUMAN,1356,halothane,
2778,GBRB2_HUMAN,1356,halothane,
1311,GBRA4_HUMAN,1356,halothane,
1365,GBRE_HUMAN,1356,halothane,
2776,GBRA6_HUMAN,1356,halothane,
1282,GBRG1_HUMAN,1356,halothane,
1036,GBRG3_HUMAN,1356,halothane,
1323,GBRT_HUMAN,1356,halothane,
17644,KCNK2_HUMAN,1356,halothane,
17645,KCNK3_HUMAN,1356,halothane,
17979,KCNK9_HUMAN,1356,halothane,
17980,KCNKA_HUMAN,1356,halothane,
17676,KCNKI_HUMAN,1356,halothane,
17827,GLRA1_HUMAN,1356,halothane,
18066,GLRB_HUMAN,1356,halothane,
13234,ANT3_HUMAN,1358,heparin,Kd
15595,ACES_HUMAN,1365,hexafluronium,
15806,ACM1_HUMAN,1371,hexocyclium,
15325,ACM3_HUMAN,1371,hexocyclium,Ki
8481,SCN1A_HUMAN,1373,hexylcaine,IC50
4110,SCN2A_HUMAN,1373,hexylcaine,IC50
8369,SCN3A_HUMAN,1373,hexylcaine,IC50
6721,HRH1_HUMAN,1375,histamine,Ki
8380,S12A3_HUMAN,1385,hydrochlorothiazide,A2
18529,OPRM_HUMAN,1386,hydrocodone,Ki
1184,GCR_HUMAN,1387,hydrocortamate,
1184,GCR_HUMAN,1388,hydrocortisone,EC50
1184,GCR_HUMAN,1390,hydrocortisone cypionate,
8380,S12A3_HUMAN,1392,hydroflumethiazide,A2
18529,OPRM_HUMAN,1393,hydromorphone,Ki
16655,TLR7_HUMAN,1395,hydroxychloroquine,IC50
9223,TLR9_HUMAN,1395,hydroxychloroquine,IC50
10260,RIR1_HUMAN,1399,hydroxycarbamide,
11173,RIR2_HUMAN,1399,hydroxycarbamide,
6721,HRH1_HUMAN,1400,hydroxyzine,Ki
15806,ACM1_HUMAN,1402,hyoscyamine,Ki
15379,ACM2_HUMAN,1402,hyoscyamine,Ki
15325,ACM3_HUMAN,1402,hyoscyamine,Ki
5814,FPPS_HUMAN,1404,ibandronic acid,Ki
10808,PGH2_HUMAN,1407,ibuprofen,IC50
10479,PGH1_HUMAN,1407,ibuprofen,IC50
9079,TOP2A_HUMAN,1414,idarubicin,
10750,PI2R_HUMAN,1422,iloprost,EC50
10475,PGFRB_HUMAN,1423,imatinib,Kd
15608,ABL1_HUMAN,1423,imatinib,Kd
17769,KIT_HUMAN,1423,imatinib,Kd
8449,SC6A4_HUMAN,1427,imipramine,Kd
8206,SC6A2_HUMAN,1427,imipramine,Kd
16655,TLR7_HUMAN,1429,imiquimod,EC50
8380,S12A3_HUMAN,1433,indapamide,A2
8363,SCN5A_HUMAN,1434,indecainide,
10808,PGH2_HUMAN,1440,indomethacin,IC50
10479,PGH1_HUMAN,1440,indomethacin,IC50
15325,ACM3_HUMAN,1475,ipratropium,Ki
15898,AGTR1_HUMAN,1481,irbesartan,Ki
9048,TOP1_HUMAN,1482,irinotecan,
15970,AOFB_HUMAN,1490,isocarboxazid,
16037,AOFA_HUMAN,1490,isocarboxazid,
15277,ADRB2_HUMAN,1491,isoetarine,Kd
1320,GBRP_HUMAN,1493,isoflurane,
1035,GBRD_HUMAN,1493,isoflurane,
1031,GBRA1_HUMAN,1493,isoflurane,
1315,GBRB1_HUMAN,1493,isoflurane,
1283,GBRG2_HUMAN,1493,isoflurane,
1316,GBRB3_HUMAN,1493,isoflurane,
1313,GBRA5_HUMAN,1493,isoflurane,
1309,GBRA3_HUMAN,1493,isoflurane,
2748,GBRA2_HUMAN,1493,isoflurane,
2778,GBRB2_HUMAN,1493,isoflurane,
1311,GBRA4_HUMAN,1493,isoflurane,
1365,GBRE_HUMAN,1493,isoflurane,
2776,GBRA6_HUMAN,1493,isoflurane,
1282,GBRG1_HUMAN,1493,isoflurane,
1036,GBRG3_HUMAN,1493,isoflurane,
1323,GBRT_HUMAN,1493,isoflurane,
17644,KCNK2_HUMAN,1493,isoflurane,
17645,KCNK3_HUMAN,1493,isoflurane,
17979,KCNK9_HUMAN,1493,isoflurane,
17980,KCNKA_HUMAN,1493,isoflurane,
17676,KCNKI_HUMAN,1493,isoflurane,
17827,GLRA1_HUMAN,1493,isoflurane,
18066,GLRB_HUMAN,1493,isoflurane,
15595,ACES_HUMAN,1494,fluostigmine,Ki
15871,ADRB1_HUMAN,1499,isoprenaline,EC50
15277,ADRB2_HUMAN,1499,isoprenaline,EC50
15806,ACM1_HUMAN,1500,isopropamide,
15325,ACM3_HUMAN,1500,isopropamide,
3309,GCYB2_HUMAN,1505,isosorbide dinitrate,
17483,GCYA2_HUMAN,1505,isosorbide dinitrate,
3308,GCYA1_HUMAN,1505,isosorbide dinitrate,
17484,GCYB1_HUMAN,1505,isosorbide dinitrate,
3309,GCYB2_HUMAN,1506,isosorbide mononitrate,
17483,GCYA2_HUMAN,1506,isosorbide mononitrate,
3308,GCYA1_HUMAN,1506,isosorbide mononitrate,
17484,GCYB1_HUMAN,1506,isosorbide mononitrate,
10648,RARB_HUMAN,1508,isotretinoin,
13073,CAC1C_HUMAN,1511,isradipine,IC50
13223,CAC1D_HUMAN,1511,isradipine,IC50
20078,NMDE4_HUMAN,1523,ketamine,Ki
20030,NMD3B_HUMAN,1523,ketamine,Ki
18793,NMDZ1_HUMAN,1523,ketamine,Ki
18916,NMDE1_HUMAN,1523,ketamine,Ki
18917,NMDE2_HUMAN,1523,ketamine,Ki
20077,NMDE3_HUMAN,1523,ketamine,Ki
18792,NMD3A_HUMAN,1523,ketamine,Ki
10808,PGH2_HUMAN,1528,ketoprofen,IC50
10479,PGH1_HUMAN,1528,ketoprofen,IC50
10808,PGH2_HUMAN,1529,ketorolac,IC50
10479,PGH1_HUMAN,1529,ketorolac,IC50
6721,HRH1_HUMAN,1530,ketotifen,Ki
15871,ADRB1_HUMAN,1531,labetalol,Ki
15277,ADRB2_HUMAN,1531,labetalol,Ki
8363,SCN5A_HUMAN,1540,lamotrigine,IC50
4110,SCN2A_HUMAN,1540,lamotrigine,IC50
8369,SCN3A_HUMAN,1540,lamotrigine,IC50
8479,SCN4A_HUMAN,1540,lamotrigine,Ki
8459,SCN9A_HUMAN,1540,lamotrigine,IC50
8364,SCNAA_HUMAN,1540,lamotrigine,IC50
8481,SCN1A_HUMAN,1540,lamotrigine,
8483,SCN8A_HUMAN,1540,lamotrigine,
15871,ADRB1_HUMAN,1545,landiolol,
5055,SSR2_HUMAN,1546,lanreotide,Ki
5060,SSR5_HUMAN,1546,lanreotide,Ki
13904,ATP4A_HUMAN,1547,lansoprazole,
13905,ATP4B_HUMAN,1547,lansoprazole,
1639,EGFR_HUMAN,1548,lapatinib,Kd
989,ERBB2_HUMAN,1548,lapatinib,Kd
10566,PF2R_HUMAN,1551,latanoprost,Ki
3349,PYRD_HUMAN,1552,leflunomide,IC50
13532,CP19A_HUMAN,1556,letrozole,IC50
18039,GNRHR_HUMAN,1559,leuprorelin,IC50
18529,OPRM_HUMAN,1560,levallorphan,Ki
6721,HRH1_HUMAN,1564,levocabastine,Ki
6721,HRH1_HUMAN,1566,levocetirizine,Ki
18529,OPRM_HUMAN,1571,levomethadyl acetate,
9980,PRGR_HUMAN,1572,levonorgestrel,ED50
18529,OPRM_HUMAN,1574,levorphanol,Ki
15277,ADRB2_HUMAN,1575,levosalbutamol,Ki
4110,SCN2A_HUMAN,1579,lidocaine,
8364,SCNAA_HUMAN,1579,lidocaine,
8369,SCN3A_HUMAN,1579,lidocaine,IC50
8479,SCN4A_HUMAN,1579,lidocaine,IC50
8459,SCN9A_HUMAN,1579,lidocaine,IC50
8363,SCN5A_HUMAN,1579,lidocaine,Kd
10528,PE2R1_HUMAN,1581,limaprost,
9133,THA_HUMAN,1585,liothyronine,Kd
16629,THB_HUMAN,1585,liothyronine,Ki
15580,ACE_HUMAN,1587,lisinopril,IC50
8449,SC6A4_HUMAN,1592,lofepramine,Ki
8206,SC6A2_HUMAN,1592,lofepramine,Ki
18529,OPRM_HUMAN,1599,loperamide,Ki
6721,HRH1_HUMAN,1605,loratadine,Ki
1031,GBRA1_HUMAN,1606,lorazepam,IC50
1283,GBRG2_HUMAN,1606,lorazepam,IC50
1316,GBRB3_HUMAN,1606,lorazepam,IC50
15898,AGTR1_HUMAN,1610,losartan,IC50
1184,GCR_HUMAN,1611,loteprednol etabonate,
6025,HMDH_HUMAN,1612,lovastatin,IC50
570,DRD2_HUMAN,1613,loxapine,Ki
15543,5HT2A_HUMAN,1613,loxapine,Ki
10808,PGH2_HUMAN,1615,loxoprofen,IC50
10479,PGH1_HUMAN,1615,loxoprofen,IC50
8206,SC6A2_HUMAN,1634,maprotiline,Kd
2424,CCR5_HUMAN,1635,maraviroc,Kd
8449,SC6A4_HUMAN,1640,mazindol,Ki
8206,SC6A2_HUMAN,1640,mazindol,Kd
8358,SC6A3_HUMAN,1640,mazindol,Ki
6721,HRH1_HUMAN,1643,mebhydrolin,Ki
15384,ACHB4_HUMAN,1646,mecamylamine,Ki
15305,ACHA3_HUMAN,1646,mecamylamine,Ki
6721,HRH1_HUMAN,1649,meclozine,
10808,PGH2_HUMAN,1650,meclofenamic acid,IC50
10479,PGH1_HUMAN,1650,meclofenamic acid,IC50
11868,LOX5_HUMAN,1650,meclofenamic acid,IC50
9980,PRGR_HUMAN,1659,medroxyprogesterone,EC50
1184,GCR_HUMAN,1662,medrysone,
10808,PGH2_HUMAN,1663,mefenamic acid,IC50
10479,PGH1_HUMAN,1663,mefenamic acid,IC50
9980,PRGR_HUMAN,1667,megestrol acetate,
19858,MTR1A_HUMAN,1672,melatonin,EC50
20408,MTR1B_HUMAN,1672,melatonin,EC50
10808,PGH2_HUMAN,1676,meloxicam,IC50
18792,NMD3A_HUMAN,1679,memantine,
18793,NMDZ1_HUMAN,1679,memantine,IC50
18917,NMDE2_HUMAN,1679,memantine,IC50
18916,NMDE1_HUMAN,1679,memantine,IC50
15806,ACM1_HUMAN,1689,mepenzolate,
15325,ACM3_HUMAN,1689,mepenzolate,Ki
18529,OPRM_HUMAN,1690,pethidine,Ki
15934,ADA1A_HUMAN,1694,mephentermine,
8481,SCN1A_HUMAN,1695,mephenytoin,
8479,SCN4A_HUMAN,1695,mephenytoin,
8214,SCN7A_HUMAN,1695,mephenytoin,
8363,SCN5A_HUMAN,1695,mephenytoin,
8459,SCN9A_HUMAN,1695,mephenytoin,
4110,SCN2A_HUMAN,1695,mephenytoin,
8369,SCN3A_HUMAN,1695,mephenytoin,
8255,SCNBA_HUMAN,1695,mephenytoin,
8483,SCN8A_HUMAN,1695,mephenytoin,
8364,SCNAA_HUMAN,1695,mephenytoin,
8363,SCN5A_HUMAN,1700,mepivacaine,
8481,SCN1A_HUMAN,1700,mepivacaine,
4110,SCN2A_HUMAN,1700,mepivacaine,
8369,SCN3A_HUMAN,1700,mepivacaine,
8479,SCN4A_HUMAN,1700,mepivacaine,
8483,SCN8A_HUMAN,1700,mepivacaine,
8459,SCN9A_HUMAN,1700,mepivacaine,
1184,GCR_HUMAN,1702,meprednisone,
1283,GBRG2_HUMAN,1704,meprobamate,
1316,GBRB3_HUMAN,1704,meprobamate,
2748,GBRA2_HUMAN,1704,meprobamate,
1309,GBRA3_HUMAN,1704,meprobamate,
1313,GBRA5_HUMAN,1704,meprobamate,
1031,GBRA1_HUMAN,1704,meprobamate,
3626,PUR1_HUMAN,1708,mercaptopurine,
19023,PPARG_HUMAN,1710,mesalazine,
10479,PGH1_HUMAN,1710,mesalazine,
10808,PGH2_HUMAN,1710,mesalazine,IC50
11868,LOX5_HUMAN,1710,mesalazine,
570,DRD2_HUMAN,1712,mesoridazine,Ki
15543,5HT2A_HUMAN,1712,mesoridazine,Ki
767,ESR1_HUMAN,1714,mestranol,Ki
15277,ADRB2_HUMAN,1720,orciprenaline,Kd
15934,ADA1A_HUMAN,1721,metaraminol,
12438,NDUS8_HUMAN,1725,metformin,
10949,NDUA4_HUMAN,1725,metformin,
15356,ACPM_HUMAN,1725,metformin,
20054,NDUA1_HUMAN,1725,metformin,
20006,NDUS4_HUMAN,1725,metformin,
19001,NDUB5_HUMAN,1725,metformin,
20002,NDUB3_HUMAN,1725,metformin,
19002,NDUC1_HUMAN,1725,metformin,
20270,NDUA2_HUMAN,1725,metformin,
12157,NDUS5_HUMAN,1725,metformin,
12435,NDUS7_HUMAN,1725,metformin,
20004,NDUS2_HUMAN,1725,metformin,
11537,NDUS6_HUMAN,1725,metformin,
10948,NDUB1_HUMAN,1725,metformin,
20286,NDUS3_HUMAN,1725,metformin,
19004,NDUB6_HUMAN,1725,metformin,
20271,NDUA3_HUMAN,1725,metformin,
20283,NDUB4_HUMAN,1725,metformin,
20261,NDUB8_HUMAN,1725,metformin,
20156,NDUB2_HUMAN,1725,metformin,
20225,NDUA7_HUMAN,1725,metformin,
19940,NDUC2_HUMAN,1725,metformin,
20226,NDUAA_HUMAN,1725,metformin,
20158,NDUBA_HUMAN,1725,metformin,
18903,NU1M_HUMAN,1725,metformin,
19134,NU2M_HUMAN,1725,metformin,
18905,NU3M_HUMAN,1725,metformin,
19026,NU4LM_HUMAN,1725,metformin,
19029,NU4M_HUMAN,1725,metformin,
18971,NU5M_HUMAN,1725,metformin,
