"id","protein_id","tissue","gender","tpm","tpm_rank","tpm_rank_bysex","tpm_level","tpm_level_bysex","tpm_f","tpm_m","log2foldchange","tau","tau_bysex","uberon_id","id","dtype","protein_id","nhprotein_id","name","did","evidence","zscore","conf","description","reference","drug_name","log2foldchange","pvalue","score","source","O2S","S2O","mondoid"
1430397,13093,Artery - Tibial,M,1.828000,0.908,0.915,High,High,2.340000,1.828000,0.240,0.975,0.983,UBERON:0007610,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430398,13093,Bladder,F,0.067000,0.332,0.324,Medium,Medium,0.067000,0.030000,0.051,0.975,0.982,,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430399,13093,Bladder,M,0.030000,0.133,0.128,Low,Low,0.067000,0.030000,0.051,0.975,0.983,,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430400,13093,Brain - Amygdala,F,0.050000,0.214,0.196,Low,Low,0.050000,0.035000,0.021,0.975,0.982,UBERON:0001876,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430401,13093,Brain - Amygdala,M,0.035000,0.168,0.170,Low,Low,0.050000,0.035000,0.021,0.975,0.983,UBERON:0001876,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430402,13093,Brain - Anterior cingulate cortex (BA24),F,0.067000,0.332,0.324,Medium,Medium,0.067000,0.076000,-0.012,0.975,0.982,UBERON:0009835,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430403,13093,Brain - Anterior cingulate cortex (BA24),M,0.076000,0.388,0.426,Medium,Medium,0.067000,0.076000,-0.012,0.975,0.983,UBERON:0009835,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430404,13093,Brain - Caudate (basal ganglia),F,0.120000,0.561,0.549,Medium,Medium,0.120000,0.084000,0.047,0.975,0.982,UBERON:0002420,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430405,13093,Brain - Caudate (basal ganglia),M,0.084000,0.418,0.489,Medium,Medium,0.120000,0.084000,0.047,0.975,0.983,UBERON:0002420,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430406,13093,Brain - Cerebellar Hemisphere,F,0.075000,0.378,0.353,Medium,Medium,0.075000,0.079000,-0.005,0.975,0.982,UBERON:0002245,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430407,13093,Brain - Cerebellar Hemisphere,M,0.079000,0.398,0.447,Medium,Medium,0.075000,0.079000,-0.005,0.975,0.983,UBERON:0002245,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430408,13093,Brain - Cerebellum,F,0.261000,0.801,0.804,High,High,0.261000,0.210000,0.060,0.975,0.982,UBERON:0002037,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430409,13093,Brain - Cerebellum,M,0.210000,0.745,0.766,Medium,High,0.261000,0.210000,0.060,0.975,0.983,UBERON:0002037,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430410,13093,Brain - Cortex,F,0.060000,0.265,0.235,Medium,Low,0.060000,0.065000,-0.007,0.975,0.982,UBERON:0000956,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430411,13093,Brain - Cortex,M,0.065000,0.316,0.340,Medium,Medium,0.060000,0.065000,-0.007,0.975,0.983,UBERON:0000956,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430412,13093,Brain - Frontal Cortex (BA9),F,0.061000,0.276,0.255,Medium,Medium,0.061000,0.063000,-0.003,0.975,0.982,UBERON:0001870,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430413,13093,Brain - Frontal Cortex (BA9),M,0.063000,0.301,0.319,Medium,Medium,0.061000,0.063000,-0.003,0.975,0.983,UBERON:0001870,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430414,13093,Brain - Hippocampus,F,0.029000,0.117,0.127,Low,Low,0.029000,0.039000,-0.014,0.975,0.982,UBERON:0022430,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430415,13093,Brain - Hippocampus,M,0.039000,0.194,0.213,Low,Low,0.029000,0.039000,-0.014,0.975,0.983,UBERON:0022430,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430416,13093,Brain - Hypothalamus,F,0.144000,0.628,0.637,Medium,Medium,0.144000,0.094000,0.064,0.975,0.982,UBERON:0001898,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430417,13093,Brain - Hypothalamus,M,0.094000,0.454,0.521,Medium,Medium,0.144000,0.094000,0.064,0.975,0.983,UBERON:0001898,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430418,13093,Brain - Nucleus accumbens (basal ganglia),F,0.117000,0.546,0.520,Medium,Medium,0.117000,0.105000,0.016,0.975,0.982,UBERON:0001882,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430419,13093,Brain - Nucleus accumbens (basal ganglia),M,0.105000,0.505,0.553,Medium,Medium,0.117000,0.105000,0.016,0.975,0.983,UBERON:0001882,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430420,13093,Brain - Putamen (basal ganglia),F,0.099000,0.485,0.441,Medium,Medium,0.099000,0.072000,0.036,0.975,0.982,UBERON:0001874,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430421,13093,Brain - Putamen (basal ganglia),M,0.072000,0.367,0.404,Medium,Medium,0.099000,0.072000,0.036,0.975,0.983,UBERON:0001874,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430422,13093,Brain - Spinal cord (cervical c-1),F,0.105000,0.505,0.471,Medium,Medium,0.105000,0.043000,0.083,0.975,0.982,UBERON:0006469,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430423,13093,Brain - Spinal cord (cervical c-1),M,0.043000,0.204,0.234,Low,Low,0.105000,0.043000,0.083,0.975,0.983,UBERON:0006469,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430424,13093,Brain - Substantia nigra,F,0.211000,0.755,0.745,High,Medium,0.211000,0.188000,0.028,0.975,0.982,UBERON:0002038,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430425,13093,Brain - Substantia nigra,M,0.188000,0.724,0.745,Medium,Medium,0.211000,0.188000,0.028,0.975,0.983,UBERON:0002038,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430426,13093,Breast - Mammary Tissue,F,0.287000,0.827,0.843,High,High,0.287000,0.223000,0.074,0.975,0.982,UBERON:0001911,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430427,13093,Breast - Mammary Tissue,M,0.223000,0.765,0.787,High,High,0.287000,0.223000,0.074,0.975,0.983,UBERON:0001911,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430428,13093,Cells - EBV-transformed lymphocytes,F,0.088000,0.429,0.373,Medium,Medium,0.088000,0.069000,0.025,0.975,0.982,,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430429,13093,Cells - EBV-transformed lymphocytes,M,0.069000,0.357,0.383,Medium,Medium,0.088000,0.069000,0.025,0.975,0.983,,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430430,13093,Cells - Transformed fibroblasts,F,0.035000,0.168,0.176,Low,Low,0.035000,0.036000,-0.001,0.975,0.982,,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430431,13093,Cells - Transformed fibroblasts,M,0.036000,0.184,0.191,Low,Low,0.035000,0.036000,-0.001,0.975,0.983,,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430432,13093,Cervix - Ectocervix,F,0.000000,0.046,0.049,Low,Low,,,,0.975,0.982,,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430433,13093,Cervix - Endocervix,F,0.244000,0.776,0.765,High,High,,,,0.975,0.982,,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430434,13093,Colon - Sigmoid,F,0.113000,0.531,0.490,Medium,Medium,0.113000,0.123000,-0.013,0.975,0.982,UBERON:0001159,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430435,13093,Colon - Sigmoid,M,0.123000,0.577,0.596,Medium,Medium,0.113000,0.123000,-0.013,0.975,0.983,UBERON:0001159,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430436,13093,Colon - Transverse,F,0.099000,0.485,0.441,Medium,Medium,0.099000,0.094000,0.007,0.975,0.982,UBERON:0001157,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430437,13093,Colon - Transverse,M,0.094000,0.454,0.521,Medium,Medium,0.099000,0.094000,0.007,0.975,0.983,UBERON:0001157,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430438,13093,Esophagus - Gastroesophageal Junction,F,0.204000,0.735,0.725,Medium,Medium,0.204000,0.154000,0.061,0.975,0.982,UBERON:0007650,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430439,13093,Esophagus - Gastroesophageal Junction,M,0.154000,0.694,0.702,Medium,Medium,0.204000,0.154000,0.061,0.975,0.983,UBERON:0007650,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430440,13093,Esophagus - Mucosa,F,0.063000,0.301,0.294,Medium,Medium,0.063000,0.053000,0.014,0.975,0.982,UBERON:0002469,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430441,13093,Esophagus - Mucosa,M,0.053000,0.224,0.255,Low,Medium,0.063000,0.053000,0.014,0.975,0.983,UBERON:0002469,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430442,13093,Esophagus - Muscularis,F,0.148000,0.648,0.667,Medium,Medium,0.148000,0.110000,0.049,0.975,0.982,UBERON:0004648,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430443,13093,Esophagus - Muscularis,M,0.110000,0.520,0.574,Medium,Medium,0.148000,0.110000,0.049,0.975,0.983,UBERON:0004648,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430444,13093,Fallopian Tube,F,0.184000,0.714,0.706,Medium,Medium,,,,0.975,0.982,UBERON:0003889,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430445,13093,Heart - Atrial Appendage,F,10.410000,0.949,0.961,High,High,10.410000,10.790000,-0.047,0.975,0.982,UBERON:0006618,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430446,13093,Heart - Atrial Appendage,M,10.790000,0.959,0.957,High,High,10.410000,10.790000,-0.047,0.975,0.983,UBERON:0006618,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430447,13093,Heart - Left Ventricle,F,14.800000,0.980,0.980,High,High,14.800000,13.730000,0.101,0.975,0.982,UBERON:0002084,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430448,13093,Heart - Left Ventricle,M,13.730000,0.969,0.979,High,High,14.800000,13.730000,0.101,0.975,0.983,UBERON:0002084,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430449,13093,Kidney - Cortex,F,0.029000,0.117,0.127,Low,Low,0.029000,0.031000,-0.003,0.975,0.982,UBERON:0001225,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430450,13093,Kidney - Cortex,M,0.031000,0.148,0.149,Low,Low,0.029000,0.031000,-0.003,0.975,0.983,UBERON:0001225,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430451,13093,Liver,F,0.000000,0.046,0.049,Low,Low,0.000000,0.000000,0.000,0.975,0.982,UBERON:0002107,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430452,13093,Liver,M,0.000000,0.046,0.053,Low,Low,0.000000,0.000000,0.000,0.975,0.983,UBERON:0002107,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430453,13093,Lung,F,0.884000,0.888,0.902,High,High,0.884000,0.899000,-0.011,0.975,0.982,UBERON:0002048,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430454,13093,Lung,M,0.899000,0.898,0.894,High,High,0.884000,0.899000,-0.011,0.975,0.983,UBERON:0002048,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430455,13093,Minor Salivary Gland,F,0.541000,0.857,0.882,High,High,0.541000,0.148000,0.425,0.975,0.982,UBERON:0001830,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430456,13093,Minor Salivary Gland,M,0.148000,0.648,0.638,Medium,Medium,0.541000,0.148000,0.425,0.975,0.983,UBERON:0001830,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430457,13093,Muscle - Skeletal,F,42.110000,0.990,1.000,High,High,42.110000,47.060000,-0.157,0.975,0.982,UBERON:0001134,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430458,13093,Muscle - Skeletal,M,47.060000,1.000,1.000,High,High,42.110000,47.060000,-0.157,0.975,0.983,UBERON:0001134,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430459,13093,Nerve - Tibial,F,0.283000,0.816,0.824,High,High,0.283000,0.261000,0.025,0.975,0.982,UBERON:0001323,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430460,13093,Nerve - Tibial,M,0.261000,0.801,0.809,High,High,0.283000,0.261000,0.025,0.975,0.983,UBERON:0001323,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430461,13093,Ovary,F,0.062000,0.286,0.275,Medium,Medium,,,,0.975,0.982,UBERON:0000992,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430462,13093,Pancreas,F,0.000000,0.046,0.049,Low,Low,0.000000,0.000000,0.000,0.975,0.982,UBERON:0001264,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430463,13093,Pancreas,M,0.000000,0.046,0.053,Low,Low,0.000000,0.000000,0.000,0.975,0.983,UBERON:0001264,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430464,13093,Pituitary,F,0.028000,0.102,0.098,Low,Low,0.028000,0.000000,0.040,0.975,0.982,UBERON:0000007,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430465,13093,Pituitary,M,0.000000,0.046,0.053,Low,Low,0.028000,0.000000,0.040,0.975,0.983,UBERON:0000007,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430466,13093,Prostate,M,0.759000,0.878,0.872,High,High,,,,0.975,0.983,UBERON:0002367,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430467,13093,Skin - Not Sun Exposed (Suprapubic),F,0.144000,0.628,0.637,Medium,Medium,0.144000,0.152000,-0.010,0.975,0.982,UBERON:0002097,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430468,13093,Skin - Not Sun Exposed (Suprapubic),M,0.152000,0.684,0.681,Medium,Medium,0.144000,0.152000,-0.010,0.975,0.983,UBERON:0002097,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430469,13093,Skin - Sun Exposed (Lower leg),F,0.133000,0.612,0.608,Medium,Medium,0.133000,0.150000,-0.021,0.975,0.982,UBERON:002097,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430470,13093,Skin - Sun Exposed (Lower leg),M,0.150000,0.668,0.660,Medium,Medium,0.133000,0.150000,-0.021,0.975,0.983,UBERON:002097,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430471,13093,Small Intestine - Terminal Ileum,F,0.093000,0.439,0.392,Medium,Medium,0.093000,0.058000,0.047,0.975,0.982,UBERON:0002116,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430472,13093,Small Intestine - Terminal Ileum,M,0.058000,0.245,0.287,Low,Medium,0.093000,0.058000,0.047,0.975,0.983,UBERON:0002116,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430473,13093,Spleen,F,0.150000,0.668,0.686,Medium,Medium,0.150000,0.128000,0.028,0.975,0.982,UBERON:0002106,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430474,13093,Spleen,M,0.128000,0.602,0.617,Medium,Medium,0.150000,0.128000,0.028,0.975,0.983,UBERON:0002106,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430475,13093,Stomach,F,0.098000,0.469,0.412,Medium,Medium,0.098000,0.068000,0.040,0.975,0.982,UBERON:0000945,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430476,13093,Stomach,M,0.068000,0.347,0.362,Medium,Medium,0.098000,0.068000,0.040,0.975,0.983,UBERON:0000945,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430477,13093,Testis,M,0.696000,0.867,0.851,High,High,,,,0.975,0.983,UBERON:0000473,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430478,13093,Thyroid,F,0.127000,0.592,0.588,Medium,Medium,0.127000,0.083000,0.057,0.975,0.982,UBERON:0002046,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430479,13093,Thyroid,M,0.083000,0.408,0.468,Medium,Medium,0.127000,0.083000,0.057,0.975,0.983,UBERON:0002046,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430480,13093,Uterus,F,0.117000,0.546,0.520,Medium,Medium,,,,0.975,0.982,UBERON:0000995,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430481,13093,Vagina,F,0.304000,0.847,0.863,High,High,,,,0.975,0.982,UBERON:0000996,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430482,13093,Whole Blood,F,0.000000,0.046,0.049,Low,Low,0.000000,0.000000,0.000,0.975,0.982,UBERON:0000178,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
1430483,13093,Whole Blood,M,0.000000,0.046,0.053,Low,Low,0.000000,0.000000,0.000,0.975,0.983,UBERON:0000178,398537,eRAM,13093,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
789888,686,Adipose - Subcutaneous,F,878.800000,0.796,0.765,High,High,878.800000,974.500000,-0.149,0.808,0.799,UBERON:0002190,398538,eRAM,686,,muscular dystrophy,DOID:9884,,,,,,,,,,GHR,,,MONDO:0020121
789889,686,Adipose - Subcutaneous,M,974.500000,0.816,0.851,High,High,878.800000,974.500000,-0.149,0.808,0.822,UBERON:0002190,398538,eRAM,686,,muscular dystrophy,DOID:9884,,,,,,,,,,GHR,,,MONDO:0020121
789890,686,Adipose - Visceral (Omentum),F,625.400000,0.724,0.706,Medium,Medium,625.400000,663.100000,-0.084,0.808,0.799,UBERON:0014454,398538,eRAM,686,,muscular dystrophy,DOID:9884,,,,,,,,,,GHR,,,MONDO:0020121
789891,686,Adipose - Visceral (Omentum),M,663.100000,0.745,0.787,Medium,High,625.400000,663.100000,-0.084,0.808,0.822,UBERON:0014454,398538,eRAM,686,,muscular dystrophy,DOID:9884,,,,,,,,,,GHR,,,MONDO:0020121
789892,686,Adrenal Gland,F,97.550000,0.388,0.373,Medium,Medium,97.550000,100.850000,-0.048,0.808,0.799,UBERON:0002369,398538,eRAM,686,,muscular dystrophy,DOID:9884,,,,,,,,,,GHR,,,MONDO:0020121
789893,686,Adrenal Gland,M,100.850000,0.398,0.426,Medium,Medium,97.550000,100.850000,-0.048,0.808,0.822,UBERON:0002369,398538,eRAM,686,,muscular dystrophy,DOID:9884,,,,,,,,,,GHR,,,MONDO:0020121
789894,686,Artery - Aorta,F,1774.000000,0.969,0.980,High,High,1774.000000,1865.000000,-0.072,0.808,0.799,UBERON:0000947,398538,eRAM,686,,muscular dystrophy,DOID:9884,,,,,,,,,,GHR,,,MONDO:0020121
789895,686,Artery - Aorta,M,1865.000000,0.980,0.979,High,High,1774.000000,1865.000000,-0.072,0.808,0.822,UBERON:0000947,398538,eRAM,686,,muscular dystrophy,DOID:9884,,,,,,,,,,GHR,,,MONDO:0020121
789896,686,Artery - Coronary,F,1525.000000,0.929,0.922,High,High,1525.000000,1441.000000,0.082,0.808,0.799,UBERON:0001621,398538,eRAM,686,,muscular dystrophy,DOID:9884,,,,,,,,,,GHR,,,MONDO:0020121
789897,686,Artery - Coronary,M,1441.000000,0.908,0.915,High,High,1525.000000,1441.000000,0.082,0.808,0.822,UBERON:0001621,398538,eRAM,686,,muscular dystrophy,DOID:9884,,,,,,,,,,GHR,,,MONDO:0020121
789898,686,Artery - Tibial,F,1327.000000,0.888,0.902,High,High,1327.000000,1476.000000,-0.153,0.808,0.799,UBERON:0007610,398538,eRAM,686,,muscular dystrophy,DOID:9884,,,,,,,,,,GHR,,,MONDO:0020121
789899,686,Artery - Tibial,M,1476.000000,0.918,0.936,High,High,1327.000000,1476.000000,-0.153,0.808,0.822,UBERON:0007610,398538,eRAM,686,,muscular dystrophy,DOID:9884,,,,,,,,,,GHR,,,MONDO:0020121
789900,686,Bladder,F,883.200000,0.806,0.784,High,High,883.200000,812.900000,0.120,0.808,0.799,,398538,eRAM,686,,muscular dystrophy,DOID:9884,,,,,,,,,,GHR,,,MONDO:0020121
789901,686,Bladder,M,812.900000,0.776,0.830,High,High,883.200000,812.900000,0.120,0.808,0.822,,398538,eRAM,686,,muscular dystrophy,DOID:9884,,,,,,,,,,GHR,,,MONDO:0020121
789902,686,Brain - Amygdala,F,9.636000,0.276,0.255,Medium,Medium,9.636000,7.374000,0.345,0.808,0.799,UBERON:0001876,398538,eRAM,686,,muscular dystrophy,DOID:9884,,,,,,,,,,GHR,,,MONDO:0020121
789903,686,Brain - Amygdala,M,7.374000,0.133,0.149,Low,Low,9.636000,7.374000,0.345,0.808,0.822,UBERON:0001876,398538,eRAM,686,,muscular dystrophy,DOID:9884,,,,,,,,,,GHR,,,MONDO:0020121
789904,686,Brain - Anterior cingulate cortex (BA24),F,7.263000,0.112,0.118,Low,Low,7.263000,6.549000,0.130,0.808,0.799,UBERON:0009835,398538,eRAM,686,,muscular dystrophy,DOID:9884,,,,,,,,,,GHR,,,MONDO:0020121
789905,686,Brain - Anterior cingulate cortex (BA24),M,6.549000,0.092,0.106,Low,Low,7.263000,6.549000,0.130,0.808,0.822,UBERON:0009835,398538,eRAM,686,,muscular dystrophy,DOID:9884,,,,,,,,,,GHR,,,MONDO:0020121
789906,686,Brain - Caudate (basal ganglia),F,7.992000,0.194,0.176,Low,Low,7.992000,7.488000,0.083,0.808,0.799,UBERON:0002420,398538,eRAM,686,,muscular dystrophy,DOID:9884,,,,,,,,,,GHR,,,MONDO:0020121
