,drug_name,related_drug_name,drugbank_id,related_drugbank_id
1210,Galantamine,Lovastatin,DB00674,DB00227
1211,Galantamine,Netupitant,DB00674,DB09048
1212,Galantamine,Desvenlafaxine,DB00674,DB06700
1213,Galantamine,Aprepitant,DB00674,DB00673
1214,Galantamine,Isoniazid,DB00674,DB00951
1215,Galantamine,Zimelidine,DB00674,DB04832
1216,Galantamine,Milnacipran,DB00674,DB04896
1217,Galantamine,Simeprevir,DB00674,DB06290
1218,Galantamine,Isavuconazonium,DB00674,DB06636
1219,Galantamine,Seproxetine,DB00674,DB06731
1220,Galantamine,Linagliptin,DB00674,DB08882
1221,Galantamine,Venetoclax,DB00674,DB11581
1222,Galantamine,Ribociclib,DB00674,DB11730
1223,Galantamine,Delavirdine,DB00674,DB00705
1224,Galantamine,Ketoconazole,DB00674,DB01026
1225,Galantamine,Terfenadine,DB00674,DB00342
1226,Galantamine,Tipranavir,DB00674,DB00932
1227,Galantamine,Methimazole,DB00674,DB00763
1228,Galantamine,Stiripentol,DB00674,DB09118
1229,Galantamine,Efavirenz,DB00674,DB00625
1230,Galantamine,Loperamide,DB00674,DB00836
1231,Galantamine,Telithromycin,DB00674,DB00976
1232,Galantamine,Clarithromycin,DB00674,DB01211
1233,Galantamine,Saquinavir,DB00674,DB01232
1234,Galantamine,Voriconazole,DB00674,DB00582
1235,Galantamine,Itraconazole,DB00674,DB01167
1236,Galantamine,Posaconazole,DB00674,DB01263
1237,Galantamine,Cobicistat,DB00674,DB09065
1238,Galantamine,Amprenavir,DB00674,DB00701
1239,Galantamine,Nefazodone,DB00674,DB01149
1240,Galantamine,Atazanavir,DB00674,DB01072
1241,Galantamine,Lopinavir,DB00674,DB01601
1242,Galantamine,Amiodarone,DB00674,DB01118
1243,Galantamine,Darunavir,DB00674,DB01264
1244,Galantamine,Nilotinib,DB00674,DB04868
1245,Galantamine,Nelfinavir,DB00674,DB00220
1246,Galantamine,Danazol,DB00674,DB01406
1247,Galantamine,Indinavir,DB00674,DB00224
1248,Galantamine,Ergotamine,DB00674,DB00696
1249,Galantamine,Conivaptan,DB00674,DB00872
1250,Galantamine,Naloxone,DB00674,DB01183
1251,Galantamine,Telaprevir,DB00674,DB05521
1252,Galantamine,Boceprevir,DB00674,DB08873
1253,Galantamine,Elvitegravir,DB00674,DB09101
1254,Galantamine,St. John's Wort,DB00674,DB01323
1255,Galantamine,Pentobarbital,DB00674,DB00312
1256,Galantamine,Primidone,DB00674,DB00794
1257,Galantamine,Phenobarbital,DB00674,DB01174
1258,Galantamine,Phenytoin,DB00674,DB00252
1259,Galantamine,Carbamazepine,DB00674,DB00564
1260,Galantamine,Mitotane,DB00674,DB00648
1261,Galantamine,Rifampicin,DB00674,DB01045
1262,Galantamine,Fosphenytoin,DB00674,DB01320
1263,Galantamine,Enzalutamide,DB00674,DB08899
1264,Galantamine,Lumacaftor,DB00674,DB09280
1265,Galantamine,Rifapentine,DB00674,DB01201
1266,Galantamine,Dronabinol,DB00674,DB00470
1267,Galantamine,Pirfenidone,DB00674,DB04951
1268,Galantamine,Telotristat ethyl,DB00674,DB12095
1269,Galantamine,Avanafil,DB00674,DB06237
1270,Pralidoxime,Cyclosporine,DB00733,DB00091
1271,Pralidoxime,Icosapent,DB00733,DB00159
1272,Pralidoxime,Cefotiam,DB00733,DB00229
1273,Pralidoxime,Mesalazine,DB00733,DB00244
1274,Pralidoxime,Cefmetazole,DB00733,DB00274
1275,Pralidoxime,Pamidronic acid,DB00733,DB00282
1276,Pralidoxime,Tenofovir disoproxil,DB00733,DB00300
1277,Pralidoxime,Indomethacin,DB00733,DB00328
1278,Pralidoxime,Cidofovir,DB00733,DB00369
1279,Pralidoxime,Cefpiramide,DB00733,DB00430
1280,Pralidoxime,Ceftazidime,DB00733,DB00438
1281,Pralidoxime,Loracarbef,DB00733,DB00447
1282,Pralidoxime,Cefalotin,DB00733,DB00456
1283,Pralidoxime,Nabumetone,DB00733,DB00461
1284,Pralidoxime,Ketorolac,DB00733,DB00465
1285,Pralidoxime,Tenoxicam,DB00733,DB00469
1286,Pralidoxime,Celecoxib,DB00733,DB00482
1287,Pralidoxime,Cefotaxime,DB00733,DB00493
1288,Pralidoxime,Tolmetin,DB00733,DB00500
1289,Pralidoxime,Foscarnet,DB00733,DB00529
1290,Pralidoxime,Rofecoxib,DB00733,DB00533
1291,Pralidoxime,Piroxicam,DB00733,DB00554
1292,Pralidoxime,Methotrexate,DB00733,DB00563
1293,Pralidoxime,Cephalexin,DB00733,DB00567
1294,Pralidoxime,Fenoprofen,DB00733,DB00573
1295,Pralidoxime,Valaciclovir,DB00733,DB00577
1296,Pralidoxime,Valdecoxib,DB00733,DB00580
1297,Pralidoxime,Diclofenac,DB00733,DB00586
1298,Pralidoxime,Sulindac,DB00733,DB00605
1299,Pralidoxime,Bacitracin,DB00733,DB00626
1300,Pralidoxime,Cephaloglycin,DB00733,DB00689
1301,Pralidoxime,Flurbiprofen,DB00733,DB00712
1302,Pralidoxime,Adefovir dipivoxil,DB00733,DB00718
1303,Pralidoxime,Pentamidine,DB00733,DB00738
1304,Pralidoxime,Etodolac,DB00733,DB00749
1305,Pralidoxime,Mefenamic acid,DB00733,DB00784
1306,Pralidoxime,Acyclovir,DB00733,DB00787
1307,Pralidoxime,Naproxen,DB00733,DB00788
1308,Pralidoxime,Sulfasalazine,DB00733,DB00795
1309,Pralidoxime,Phenylbutazone,DB00733,DB00812
1310,Pralidoxime,Meloxicam,DB00733,DB00814
1311,Pralidoxime,Carprofen,DB00733,DB00821
1312,Pralidoxime,Cefaclor,DB00733,DB00833
1313,Pralidoxime,Diflunisal,DB00733,DB00861
1314,Pralidoxime,Tacrolimus,DB00733,DB00864
1315,Pralidoxime,Salicylic acid,DB00733,DB00936
1316,Pralidoxime,Meclofenamic acid,DB00733,DB00939
1317,Pralidoxime,Acetylsalicylic acid,DB00733,DB00945
1318,Pralidoxime,Carboplatin,DB00733,DB00958
1319,Pralidoxime,Oxaprozin,DB00733,DB00991
1320,Pralidoxime,Ketoprofen,DB00733,DB01009
1321,Pralidoxime,Balsalazide,DB00733,DB01014
1322,Pralidoxime,Ibuprofen,DB00733,DB01050
1323,Pralidoxime,Atazanavir,DB00733,DB01072
1324,Pralidoxime,Cefuroxime,DB00733,DB01112
1325,Pralidoxime,Cefadroxil,DB00733,DB01140
1326,Pralidoxime,Ceftriaxone,DB00733,DB01212
1327,Pralidoxime,Olsalazine,DB00733,DB01250
1328,Pralidoxime,Lumiracoxib,DB00733,DB01283
1329,Pralidoxime,Cefamandole,DB00733,DB01326
1330,Pralidoxime,Cefazolin,DB00733,DB01327
1331,Pralidoxime,Cefonicid,DB00733,DB01328
1332,Pralidoxime,Cefoperazone,DB00733,DB01329
1333,Pralidoxime,Cefotetan,DB00733,DB01330
1334,Pralidoxime,Ceftizoxime,DB00733,DB01332
1335,Pralidoxime,Cefradine,DB00733,DB01333
1336,Pralidoxime,Magnesium salicylate,DB00733,DB01397
1337,Pralidoxime,Salsalate,DB00733,DB01399
1338,Pralidoxime,Choline magnesium trisalicylate,DB00733,DB01401
1339,Pralidoxime,Cefepime,DB00733,DB01413
1340,Pralidoxime,Cefacetrile,DB00733,DB01414
1341,Pralidoxime,Ceftibuten,DB00733,DB01415
1342,Pralidoxime,Antrafenine,DB00733,DB01419
1343,Pralidoxime,Aminophenazone,DB00733,DB01424
1344,Pralidoxime,Antipyrine,DB00733,DB01435
1345,Pralidoxime,Tiaprofenic acid,DB00733,DB01600
1346,Pralidoxime,Lopinavir,DB00733,DB01601
1347,Pralidoxime,Etoricoxib,DB00733,DB01628
1348,Pralidoxime,Oxyphenbutazone,DB00733,DB03585
1349,Pralidoxime,Nimesulide,DB00733,DB04743
1350,Pralidoxime,Metamizole,DB00733,DB04817
1351,Pralidoxime,Zomepirac,DB00733,DB04828
1352,Pralidoxime,Cimicoxib,DB00733,DB05095
1353,Pralidoxime,Lornoxicam,DB00733,DB06725
1354,Pralidoxime,Aceclofenac,DB00733,DB06736
1355,Pralidoxime,Zaltoprofen,DB00733,DB06737
1356,Pralidoxime,Azapropazone,DB00733,DB07402
1357,Pralidoxime,Parecoxib,DB00733,DB08439
1358,Pralidoxime,Firocoxib,DB00733,DB09217
1359,Pralidoxime,Phenazopyridine,DB00733,DB01438
1360,Pralidoxime,Lithium cation,DB00733,DB01356
1361,Pralidoxime,Framycetin,DB00733,DB00452
1362,Pralidoxime,Geneticin,DB00733,DB04263
1363,Pralidoxime,Puromycin,DB00733,DB08437
1364,Pralidoxime,Niflumic acid,DB00733,DB04552
1365,Pralidoxime,Leuprolide,DB00733,DB00007
1366,Pralidoxime,Goserelin,DB00733,DB00014
1367,Pralidoxime,Salmon calcitonin,DB00733,DB00017
1368,Pralidoxime,Desmopressin,DB00733,DB00035
1369,Pralidoxime,Aldesleukin,DB00733,DB00041
1370,Pralidoxime,Tositumomab,DB00733,DB00081
1371,Pralidoxime,Cyanocobalamin,DB00733,DB00115
1372,Pralidoxime,Folic acid,DB00733,DB00158
1373,Pralidoxime,Pyridoxine,DB00733,DB00165
1374,Pralidoxime,Fluvoxamine,DB00733,DB00176
1375,Pralidoxime,Baclofen,DB00733,DB00181
1376,Pralidoxime,Amphetamine,DB00733,DB00182
1377,Pralidoxime,Cevimeline,DB00733,DB00185
1378,Pralidoxime,Lorazepam,DB00733,DB00186
1379,Pralidoxime,Carbidopa,DB00733,DB00190
1380,Pralidoxime,Tramadol,DB00733,DB00193
1381,Pralidoxime,Fluconazole,DB00733,DB00196
1382,Pralidoxime,Oseltamivir,DB00733,DB00198
1383,Pralidoxime,Hydroxocobalamin,DB00733,DB00200
1384,Pralidoxime,Reserpine,DB00733,DB00206
1385,Pralidoxime,Ticlopidine,DB00733,DB00208
1386,Pralidoxime,Pantoprazole,DB00733,DB00213
1387,Pralidoxime,Pregabalin,DB00733,DB00230
1388,Pralidoxime,Temazepam,DB00733,DB00231
1389,Pralidoxime,Milrinone,DB00733,DB00235
1390,Pralidoxime,Butabarbital,DB00733,DB00237
1391,Pralidoxime,Ranolazine,DB00733,DB00243
1392,Pralidoxime,Benzatropine,DB00733,DB00245
1393,Pralidoxime,Doxycycline,DB00733,DB00254
1394,Pralidoxime,Carmustine,DB00733,DB00262
1395,Pralidoxime,Metoprolol,DB00733,DB00264
1396,Pralidoxime,Isradipine,DB00733,DB00270
1397,Pralidoxime,Topiramate,DB00733,DB00273
1398,Pralidoxime,Liothyronine,DB00733,DB00279
1399,Pralidoxime,Disopyramide,DB00733,DB00280
1400,Pralidoxime,Venlafaxine,DB00733,DB00285
1401,Pralidoxime,Conjugated estrogens,DB00733,DB00286
1402,Pralidoxime,Atomoxetine,DB00733,DB00289
1403,Pralidoxime,Bleomycin,DB00733,DB00290
1404,Pralidoxime,Etomidate,DB00733,DB00292
1405,Pralidoxime,Etonogestrel,DB00733,DB00294
1406,Pralidoxime,Ropivacaine,DB00733,DB00296
1407,Pralidoxime,Ibutilide,DB00733,DB00308
1408,Pralidoxime,Pentobarbital,DB00733,DB00312
1409,Pralidoxime,Acetaminophen,DB00733,DB00316
1410,Pralidoxime,Piperacillin,DB00733,DB00319
1411,Pralidoxime,Floxuridine,DB00733,DB00322
1412,Pralidoxime,Tolcapone,DB00733,DB00323
1413,Pralidoxime,Nitroprusside,DB00733,DB00325
1414,Pralidoxime,Hydromorphone,DB00733,DB00327
1415,Pralidoxime,Metformin,DB00733,DB00331
1416,Pralidoxime,Methadone,DB00733,DB00333
1417,Pralidoxime,Pyrazinamide,DB00733,DB00339
1418,Pralidoxime,Cetirizine,DB00733,DB00341
1419,Pralidoxime,Clobazam,DB00733,DB00349
1420,Pralidoxime,Megestrol acetate,DB00733,DB00351
1421,Pralidoxime,Chlorzoxazone,DB00733,DB00356
1422,Pralidoxime,Sulfadiazine,DB00733,DB00359
1423,Pralidoxime,Clozapine,DB00733,DB00363
1424,Pralidoxime,Sucralfate,DB00733,DB00364
1425,Pralidoxime,Thiethylperazine,DB00733,DB00372
1426,Pralidoxime,Timolol,DB00733,DB00373
1427,Pralidoxime,Palonosetron,DB00733,DB00377
1428,Pralidoxime,Dexrazoxane,DB00733,DB00380
1429,Pralidoxime,Sorafenib,DB00733,DB00398
1430,Pralidoxime,Nisoldipine,DB00733,DB00401
1431,Pralidoxime,Eszopiclone,DB00733,DB00402
1432,Pralidoxime,Alprazolam,DB00733,DB00404
1433,Pralidoxime,Rosiglitazone,DB00733,DB00412
1434,Pralidoxime,Pramipexole,DB00733,DB00413
1435,Pralidoxime,Ampicillin,DB00733,DB00415
1436,Pralidoxime,Secobarbital,DB00733,DB00418
1437,Pralidoxime,Trifluridine,DB00733,DB00432
1438,Pralidoxime,Nitric Oxide,DB00733,DB00435
1439,Pralidoxime,Allopurinol,DB00733,DB00437
1440,Pralidoxime,Trimethoprim,DB00733,DB00440
1441,Pralidoxime,Gemcitabine,DB00733,DB00441
1442,Pralidoxime,Duloxetine,DB00733,DB00476
1443,Pralidoxime,Chlorpromazine,DB00733,DB00477
1444,Pralidoxime,Lenalidomide,DB00733,DB00480
1445,Pralidoxime,Buspirone,DB00733,DB00490
1446,Pralidoxime,Fosinopril,DB00733,DB00492
1447,Pralidoxime,Flutamide,DB00733,DB00499
1448,Pralidoxime,Cimetidine,DB00733,DB00501
1449,Pralidoxime,Haloperidol,DB00733,DB00502
1450,Pralidoxime,Cefdinir,DB00733,DB00535
1451,Pralidoxime,Ciprofloxacin,DB00733,DB00537
1452,Pralidoxime,Azelaic acid,DB00733,DB00548
1453,Pralidoxime,Methoxsalen,DB00733,DB00553
1454,Pralidoxime,Lamotrigine,DB00733,DB00555
1455,Pralidoxime,Zanamivir,DB00733,DB00558
1456,Pralidoxime,Fondaparinux,DB00733,DB00569
1457,Pralidoxime,Propranolol,DB00733,DB00571
1458,Pralidoxime,Levocarnitine,DB00733,DB00583
1459,Pralidoxime,Fluocinolone acetonide,DB00733,DB00591
1460,Pralidoxime,Labetalol,DB00733,DB00598
1461,Pralidoxime,Medroxyprogesterone acetate,DB00733,DB00603
1462,Pralidoxime,Chloroquine,DB00733,DB00608
1463,Pralidoxime,Bisoprolol,DB00733,DB00612
1464,Pralidoxime,Testosterone,DB00733,DB00624
1465,Pralidoxime,Clorazepic acid,DB00733,DB00628
1466,Pralidoxime,Clofarabine,DB00733,DB00631
1467,Pralidoxime,Dexmedetomidine,DB00733,DB00633
1468,Pralidoxime,Prednisone,DB00733,DB00635
1469,Pralidoxime,Dyphylline,DB00733,DB00651
1470,Pralidoxime,Mecamylamine,DB00733,DB00657
1471,Pralidoxime,Verapamil,DB00733,DB00661
1472,Pralidoxime,Nilutamide,DB00733,DB00665
1473,Pralidoxime,Sumatriptan,DB00733,DB00669
1474,Pralidoxime,Chlorpropamide,DB00733,DB00672
1475,Pralidoxime,Midazolam,DB00733,DB00683
1476,Pralidoxime,Mycophenolate mofetil,DB00733,DB00688
1477,Pralidoxime,Flurazepam,DB00733,DB00690
1478,Pralidoxime,Phentolamine,DB00733,DB00692
1479,Pralidoxime,Nitrofurantoin,DB00733,DB00698
1480,Pralidoxime,Tamsulosin,DB00733,DB00706
1481,Pralidoxime,Lamivudine,DB00733,DB00709
1482,Pralidoxime,Oxacillin,DB00733,DB00713
1483,Pralidoxime,Nedocromil,DB00733,DB00716
1484,Pralidoxime,Lisinopril,DB00733,DB00722
1485,Pralidoxime,Thiabendazole,DB00733,DB00730
1486,Pralidoxime,Nateglinide,DB00733,DB00731
1487,Pralidoxime,Gadobenic acid,DB00733,DB00743
1488,Pralidoxime,Tetracycline,DB00733,DB00759
1489,Pralidoxime,Potassium chloride,DB00733,DB00761
1490,Pralidoxime,Methimazole,DB00733,DB00763
1491,Pralidoxime,Tirofiban,DB00733,DB00775
1492,Pralidoxime,Phenelzine,DB00733,DB00780
1493,Pralidoxime,Propantheline,DB00733,DB00782
1494,Pralidoxime,Estradiol,DB00733,DB00783
1495,Pralidoxime,Gadopentetic acid,DB00733,DB00789
1496,Pralidoxime,Perindopril,DB00733,DB00790
1497,Pralidoxime,Fenoldopam,DB00733,DB00800
1498,Pralidoxime,Dicyclomine,DB00733,DB00804
1499,Pralidoxime,Pentoxifylline,DB00733,DB00806
1500,Pralidoxime,Ribavirin,DB00733,DB00811
1501,Pralidoxime,Tadalafil,DB00733,DB00820
1502,Pralidoxime,Diazepam,DB00733,DB00829
1503,Pralidoxime,Tolazamide,DB00733,DB00839
1504,Pralidoxime,Dobutamine,DB00733,DB00841
1505,Pralidoxime,Oxazepam,DB00733,DB00842
1506,Pralidoxime,Dacarbazine,DB00733,DB00851
1507,Pralidoxime,Temozolomide,DB00733,DB00853
1508,Pralidoxime,Ranitidine,DB00733,DB00863
1509,Pralidoxime,Terbutaline,DB00733,DB00871
1510,Pralidoxime,Testolactone,DB00733,DB00894
1511,Pralidoxime,Triazolam,DB00733,DB00897
1512,Pralidoxime,Didanosine,DB00733,DB00900
1513,Pralidoxime,Tinidazole,DB00733,DB00911
1514,Pralidoxime,Amantadine,DB00733,DB00915
1515,Pralidoxime,Almotriptan,DB00733,DB00918
1516,Pralidoxime,Azacitidine,DB00733,DB00928
1517,Pralidoxime,Maprotiline,DB00733,DB00934
1518,Pralidoxime,Isoniazid,DB00733,DB00951
1519,Pralidoxime,Rizatriptan,DB00733,DB00953
1520,Pralidoxime,Pindolol,DB00733,DB00960
1521,Pralidoxime,Mepivacaine,DB00733,DB00961
1522,Pralidoxime,Zaleplon,DB00733,DB00962
1523,Pralidoxime,Methyldopa,DB00733,DB00968
1524,Pralidoxime,Ramelteon,DB00733,DB00980
1525,Pralidoxime,Dopamine,DB00733,DB00988
1526,Pralidoxime,Azathioprine,DB00733,DB00993
1527,Pralidoxime,Auranofin,DB00733,DB00995
1528,Pralidoxime,Salbutamol,DB00733,DB01001
1529,Pralidoxime,Levobupivacaine,DB00733,DB01002
1530,Pralidoxime,Ganciclovir,DB00733,DB01004
1531,Pralidoxime,Edrophonium,DB00733,DB01010
1532,Pralidoxime,Metyrapone,DB00733,DB01011
1533,Pralidoxime,Sulfamethoxazole,DB00733,DB01015
1534,Pralidoxime,Guanfacine,DB00733,DB01018
1535,Pralidoxime,Isosorbide mononitrate,DB00733,DB01020
1536,Pralidoxime,Phylloquinone,DB00733,DB01022
1537,Pralidoxime,Mycophenolic acid,DB00733,DB01024
1538,Pralidoxime,Topotecan,DB00733,DB01030
1539,Pralidoxime,Probenecid,DB00733,DB01032
1540,Pralidoxime,Tolterodine,DB00733,DB01036
1541,Pralidoxime,Fenofibrate,DB00733,DB01039
1542,Pralidoxime,Memantine,DB00733,DB01043
1543,Pralidoxime,Lubiprostone,DB00733,DB01046
1544,Pralidoxime,Abacavir,DB00733,DB01048
1545,Pralidoxime,Amoxicillin,DB00733,DB01060
1546,Pralidoxime,Glipizide,DB00733,DB01067
1547,Pralidoxime,Clonazepam,DB00733,DB01068
1548,Pralidoxime,Promethazine,DB00733,DB01069
1549,Pralidoxime,Dimethyl sulfoxide,DB00733,DB01093
1550,Pralidoxime,Flucytosine,DB00733,DB01099
1551,Pralidoxime,Capecitabine,DB00733,DB01101
1552,Pralidoxime,Sibutramine,DB00733,DB01105
1553,Pralidoxime,Nifedipine,DB00733,DB01115
1554,Pralidoxime,Tolbutamide,DB00733,DB01124
1555,Pralidoxime,Rabeprazole,DB00733,DB01129
1556,Pralidoxime,Tiludronic acid,DB00733,DB01133
1557,Pralidoxime,Doxacurium,DB00733,DB01135
1558,Pralidoxime,Levofloxacin,DB00733,DB01137
1559,Pralidoxime,Flavoxate,DB00733,DB01148
1560,Pralidoxime,Nefazodone,DB00733,DB01149
1561,Pralidoxime,Bupropion,DB00733,DB01156
1562,Pralidoxime,Trimetrexate,DB00733,DB01157
1563,Pralidoxime,Cilostazol,DB00733,DB01166
1564,Pralidoxime,Arsenic trioxide,DB00733,DB01169
1565,Pralidoxime,Guanethidine,DB00733,DB01170
1566,Pralidoxime,Ifosfamide,DB00733,DB01181
1567,Pralidoxime,Naloxone,DB00733,DB01183
1568,Pralidoxime,Nadolol,DB00733,DB01203
1569,Pralidoxime,Flumazenil,DB00733,DB01205
1570,Pralidoxime,Fomepizole,DB00733,DB01213
1571,Pralidoxime,Estazolam,DB00733,DB01215
1572,Pralidoxime,Ketamine,DB00733,DB01221
1573,Pralidoxime,Budesonide,DB00733,DB01222
1574,Pralidoxime,Quetiapine,DB00733,DB01224
1575,Pralidoxime,Metoclopramide,DB00733,DB01233
1576,Pralidoxime,Epoprostenol,DB00733,DB01240
1577,Pralidoxime,Gemfibrozil,DB00733,DB01241
1578,Pralidoxime,Sitagliptin,DB00733,DB01261
1579,Pralidoxime,Paliperidone,DB00733,DB01267
1580,Pralidoxime,Varenicline,DB00733,DB01273
1581,Pralidoxime,Arformoterol,DB00733,DB01274
1582,Pralidoxime,Hydralazine,DB00733,DB01275
1583,Pralidoxime,Penbutolol,DB00733,DB01359
1584,Pralidoxime,Rasagiline,DB00733,DB01367
1585,Pralidoxime,Colchicine,DB00733,DB01394
1586,Pralidoxime,Tiotropium,DB00733,DB01409
1587,Pralidoxime,Testosterone propionate,DB00733,DB01420
1588,Pralidoxime,Amrinone,DB00733,DB01427
1589,Pralidoxime,Allylestrenol,DB00733,DB01431
1590,Pralidoxime,Bromazepam,DB00733,DB01558
1591,Pralidoxime,Metamfetamine,DB00733,DB01577
1592,Pralidoxime,Ketazolam,DB00733,DB01587
1593,Pralidoxime,Valganciclovir,DB00733,DB01610
1594,Pralidoxime,Roflumilast,DB00733,DB01656
1595,Pralidoxime,Estrone sulfate,DB00733,DB04574
1596,Pralidoxime,Lorcaserin,DB00733,DB04871
1597,Pralidoxime,Pegaptanib,DB00733,DB04895
1598,Pralidoxime,Milnacipran,DB00733,DB04896
1599,Pralidoxime,Clevidipine,DB00733,DB04920
1600,Pralidoxime,Lofexidine,DB00733,DB04948
1601,Pralidoxime,Ezogabine,DB00733,DB04953
1602,Pralidoxime,Migalastat,DB00733,DB05018
1603,Pralidoxime,Apremilast,DB00733,DB05676
1604,Pralidoxime,Ipilimumab,DB00733,DB06186
1605,Pralidoxime,Icatibant,DB00733,DB06196
1606,Pralidoxime,Alogliptin,DB00733,DB06203
1607,Pralidoxime,Prasugrel,DB00733,DB06209
1608,Pralidoxime,Doripenem,DB00733,DB06211
1609,Pralidoxime,Rivaroxaban,DB00733,DB06228
1610,Pralidoxime,Droxidopa,DB00733,DB06262
1611,Pralidoxime,Levocetirizine,DB00733,DB06282
1612,Pralidoxime,Saxagliptin,DB00733,DB06335
1613,Pralidoxime,Prucalopride,DB00733,DB06480
1614,Pralidoxime,Flupirtine,DB00733,DB06623
1615,Pralidoxime,Dalfampridine,DB00733,DB06637
1616,Pralidoxime,Dabigatran etexilate,DB00733,DB06695
1617,Pralidoxime,Desvenlafaxine,DB00733,DB06700
1618,Pralidoxime,Fesoterodine,DB00733,DB06702
1619,Pralidoxime,Gadofosveset trisodium,DB00733,DB06705
1620,Pralidoxime,Methyltestosterone,DB00733,DB06710
1621,Pralidoxime,Methylnaltrexone,DB00733,DB06800
1622,Pralidoxime,Plerixafor,DB00733,DB06809
1623,Pralidoxime,Pralatrexate,DB00733,DB06813
1624,Pralidoxime,Tiopronin,DB00733,DB06823
1625,Pralidoxime,Ioflupane I-123,DB00733,DB08824
1626,Pralidoxime,Deferiprone,DB00733,DB08826
1627,Pralidoxime,Gabapentin enacarbil,DB00733,DB08872
1628,Pralidoxime,Ruxolitinib,DB00733,DB08877
1629,Pralidoxime,Mirabegron,DB00733,DB08893
1630,Pralidoxime,Peginesatide,DB00733,DB08894
1631,Pralidoxime,Aclidinium,DB00733,DB08897
1632,Pralidoxime,Enzalutamide,DB00733,DB08899
1633,Pralidoxime,Teduglutide,DB00733,DB08900
1634,Pralidoxime,Certolizumab pegol,DB00733,DB08904
1635,Pralidoxime,Glycerol phenylbutyrate,DB00733,DB08909
1636,Pralidoxime,Pomalidomide,DB00733,DB08910
1637,Pralidoxime,Trametinib,DB00733,DB08911
1638,Pralidoxime,Levomilnacipran,DB00733,DB08918
1639,Pralidoxime,Macitentan,DB00733,DB08932
1640,Pralidoxime,Sofosbuvir,DB00733,DB08934
1641,Pralidoxime,Vortioxetine,DB00733,DB09068
1642,Pralidoxime,Tasimelteon,DB00733,DB09071
1643,Pralidoxime,Edoxaban,DB00733,DB09075
1644,Pralidoxime,Vilanterol,DB00733,DB09082
1645,Pralidoxime,Stiripentol,DB00733,DB09118
1646,Pralidoxime,Chromic chloride,DB00733,DB09129
1647,Pralidoxime,Technetium Tc-99m mebrofenin,DB00733,DB09137
1648,Pralidoxime,Florbetaben (18F),DB00733,DB09148
1649,Pralidoxime,Florbetapir (18F),DB00733,DB09149
1650,Pralidoxime,Methylene blue,DB00733,DB09241
1651,Pralidoxime,Sacubitril,DB00733,DB09292
1652,Pralidoxime,Sodium fluoride,DB00733,DB09325
1653,Pralidoxime,Dexpanthenol,DB00733,DB09357
1654,Pralidoxime,Sodium acetate,DB00733,DB09395
1655,Pralidoxime,Enalaprilat,DB00733,DB09477
1656,Pralidoxime,Acrivastine,DB00733,DB09488
1657,Pralidoxime,Fludeoxyglucose (18F),DB00733,DB09502
1658,Pralidoxime,Ixazomib,DB00733,DB09570
1659,Pralidoxime,Lesinurad,DB00733,DB11560
1660,Pralidoxime,Antithrombin III human,DB00733,DB11598
1661,Pralidoxime,Tropisetron,DB00733,DB11699
1662,Pralidoxime,Tiapride,DB00733,DB13025
1663,Pralidoxime,Levosalbutamol,DB00733,DB13139
1664,Pralidoxime,Amitriptyline,DB00733,DB00321
1665,Pralidoxime,Imipramine,DB00733,DB00458
1666,Pralidoxime,Doxepin,DB00733,DB01142
1667,Pralidoxime,Meperidine,DB00733,DB00454
1668,Pralidoxime,Fentanyl,DB00733,DB00813
1669,Pralidoxime,Desipramine,DB00733,DB01151
1670,Pralidoxime,Clomipramine,DB00733,DB01242
1671,Pralidoxime,Dimetacrine,DB00733,DB08996
1672,Pralidoxime,Bepotastine,DB00733,DB04890
1673,Pralidoxime,Isotretinoin,DB00733,DB00982
1674,Pralidoxime,Permethrin,DB00733,DB04930
1675,Pralidoxime,Gentamicin,DB00733,DB00798
1676,Pralidoxime,Streptomycin,DB00733,DB01082
1677,Pralidoxime,Ribostamycin,DB00733,DB03615
1678,Pralidoxime,Pentostatin,DB00733,DB00552
1679,Pralidoxime,Digoxin,DB00733,DB00390
1680,Pralidoxime,Vancomycin,DB00733,DB00512
1681,Pralidoxime,Cisplatin,DB00733,DB00515
1682,Pralidoxime,Carbamazepine,DB00733,DB00564
1683,Pralidoxime,Pemetrexed,DB00733,DB00642
1684,Pralidoxime,Warfarin,DB00733,DB00682
1685,Pralidoxime,Quinidine,DB00733,DB00908
1686,Pralidoxime,Procainamide,DB00733,DB01035
1687,Pralidoxime,Triamterene,DB00733,DB00384
1688,Pralidoxime,Mannitol,DB00733,DB00742
1689,Pralidoxime,Etacrynic acid,DB00733,DB00903
1690,Pralidoxime,Hydrochlorothiazide,DB00733,DB00999
1691,Pralidoxime,Metolazone,DB00733,DB00524
1692,Pralidoxime,Furosemide,DB00733,DB00695
1693,Pralidoxime,Indapamide,DB00733,DB00808
1694,Pralidoxime,Bumetanide,DB00733,DB00887
1695,Pralidoxime,Zonisamide,DB00733,DB00909
1696,Pralidoxime,Canagliflozin,DB00733,DB08907
1697,Pralidoxime,Torasemide,DB00733,DB00214
1698,Pralidoxime,Methyclothiazide,DB00733,DB00232
1699,Pralidoxime,Chlorthalidone,DB00733,DB00310
1700,Pralidoxime,Ethoxzolamide,DB00733,DB00311
1701,Pralidoxime,Spironolactone,DB00733,DB00421
1702,Pralidoxime,Bendroflumethiazide,DB00733,DB00436
