id,dtype,protein_id,nhprotein_id,name,did,evidence,zscore,conf,description,reference,drug_name,log2foldchange,pvalue,score,source,O2S,S2O,mondoid,doid,name,def
235448,Expression Atlas,3217,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.02,1.39E-07,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235449,Expression Atlas,12130,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.706,1.14E-10,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235450,Expression Atlas,6111,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.57,3.11E-06,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235451,Expression Atlas,10146,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.273,8.12E-11,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235452,Expression Atlas,20188,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.242,4.30E-06,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235453,Expression Atlas,6991,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.074,1.58E-06,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235454,Expression Atlas,18766,,Duchenne muscular dystrophy,DOID:11723,,,,,,,2.652,2.17E-08,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235455,Expression Atlas,10906,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.033,1.15E-06,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235456,Expression Atlas,1990,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.989,1.65E-08,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235457,Expression Atlas,3998,,Duchenne muscular dystrophy,DOID:11723,,,,,,,2.431,1.68E-10,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235458,Expression Atlas,10030,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.398,4.83E-05,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235459,Expression Atlas,6300,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.158,6.13E-05,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235460,Expression Atlas,9112,,Duchenne muscular dystrophy,DOID:11723,,,,,,,2.538,2.63E-12,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235461,Expression Atlas,12576,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.215,1.92E-11,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235462,Expression Atlas,3416,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.633,9.10E-05,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235463,Expression Atlas,19385,,Duchenne muscular dystrophy,DOID:11723,,,,,,,-1.021,6.15E-06,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235464,Expression Atlas,10228,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.284,1.35E-07,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235465,Expression Atlas,13132,,Duchenne muscular dystrophy,DOID:11723,,,,,,,-1.874,2.65E-07,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235466,Expression Atlas,9749,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.182,2.38E-08,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235467,Expression Atlas,13410,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.444,4.32E-06,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235468,Expression Atlas,2242,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.262,1.34E-05,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235469,Expression Atlas,2333,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.396,7.11E-06,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235470,Expression Atlas,575,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.08,3.40E-06,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235471,Expression Atlas,10929,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.639,1.59E-11,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235472,Expression Atlas,9336,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.93,1.97E-07,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235473,Expression Atlas,6903,,Duchenne muscular dystrophy,DOID:11723,,,,,,,2.378,1.92E-09,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235474,Expression Atlas,19331,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.278,2.98E-07,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235475,Expression Atlas,7579,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.149,3.00E-07,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235476,Expression Atlas,3834,,Duchenne muscular dystrophy,DOID:11723,,,,,,,2.308,4.21E-10,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235477,Expression Atlas,19787,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.546,3.11E-07,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235478,Expression Atlas,17061,,Duchenne muscular dystrophy,DOID:11723,,,,,,,3.175,1.29E-08,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235479,Expression Atlas,3304,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.457,9.77E-07,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235480,Expression Atlas,3379,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.005,3.82E-05,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235481,Expression Atlas,8489,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.655,3.48E-08,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235482,Expression Atlas,12042,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.768,3.15E-10,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235483,Expression Atlas,11956,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.662,3.76E-12,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235484,Expression Atlas,14091,,Duchenne muscular dystrophy,DOID:11723,,,,,,,4.06,4.56E-07,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235485,Expression Atlas,1062,,Duchenne muscular dystrophy,DOID:11723,,,,,,,-1.033,6.30E-05,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235486,Expression Atlas,18259,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.064,0.001397869,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235487,Expression Atlas,14535,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.311,4.35E-07,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235488,Expression Atlas,20403,,Duchenne muscular dystrophy,DOID:11723,,,,,,,5.622,2.86E-13,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235489,Expression Atlas,8756,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.173,2.81E-06,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235490,Expression Atlas,2152,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.027,0.002144875,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235491,Expression Atlas,2442,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.328,3.27E-07,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235492,Expression Atlas,12838,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.438,1.49E-08,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235493,Expression Atlas,12597,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.256,4.66E-06,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235494,Expression Atlas,1800,,Duchenne muscular dystrophy,DOID:11723,,,,,,,-1.412,1.86E-06,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235495,Expression Atlas,2974,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.367,1.02E-09,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235496,Expression Atlas,12636,,Duchenne muscular dystrophy,DOID:11723,,,,,,,-1.027,0.002764889,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235497,Expression Atlas,878,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.745,2.23E-06,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235498,Expression Atlas,11805,,Duchenne muscular dystrophy,DOID:11723,,,,,,,2.17,2.19E-09,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235499,Expression Atlas,3321,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.139,6.57E-10,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235500,Expression Atlas,12077,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.665,4.07E-08,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235501,Expression Atlas,9049,,Duchenne muscular dystrophy,DOID:11723,,,,,,,-1.141,0.000268813,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235502,Expression Atlas,4950,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.019,5.86E-08,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235503,Expression Atlas,9832,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.007,0.001169883,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235504,Expression Atlas,11391,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.666,3.34E-09,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235505,Expression Atlas,16842,,Duchenne muscular dystrophy,DOID:11723,,,,,,,-1.001,3.68E-05,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235506,Expression Atlas,12184,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.016,2.05E-06,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235507,Expression Atlas,5115,,Duchenne muscular dystrophy,DOID:11723,,,,,,,2.13,4.48E-08,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235508,Expression Atlas,7536,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.667,5.58E-06,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235509,Expression Atlas,10760,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.6,6.50E-06,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235510,Expression Atlas,17131,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.045,5.68E-05,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235511,Expression Atlas,12742,,Duchenne muscular dystrophy,DOID:11723,,,,,,,-1.175,0.001584729,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235512,Expression Atlas,16350,,Duchenne muscular dystrophy,DOID:11723,,,,,,,1.369,9.38E-08,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
235513,Expression Atlas,1836,,Duchenne muscular dystrophy,DOID:11723,,,,,,,2.316,1.01E-08,,,,,MONDO:0010679,DOID:11723,Duchenne muscular dystrophy,A muscular dystrophy that has material basis in X-linked mutations in the DMD gene found on the X chromosome. It is characterized by rapidly progressing muscle weakness and muscle atrophy initially involving the lower extremities and eventually affecting the whole body. It affects males whereas females can be carriers. The symptoms start before the age of six and may appear at infancy.
